problem_id,model,difficulty,contamination_pole,cci,matched_steps,total_steps_compared,generated_plan_length,executed_length,illegal_action_count,skip_count,session_status,first_illegal_step,partial_goal_achievement,goals_met,goal_reached,executed_steps_json,parser_classifications_json,preamble_lines,remapped_lines,canonical_lines,unparseable_lines
BW_506,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,4,14,12,6,aborted: excessive illegal steps,2,0.5,1,False,"[""pick-up b"", ""stack b f"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_507,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,4,18,14,6,aborted: excessive illegal steps,2,0.5,1,False,"[""pick-up j"", ""stack j h"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""pick-up e"", ""put-down j"", ""put-down e"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 14}",0,14,4,0
BW_508,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,8,19,14,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up e"", ""stack e c"", ""pick-up c"", ""pick-up b"", ""pick-up c"", ""stack b g"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP"", ""pick-up b"", ""pick-up c"", ""STEP_SKIP"", ""pick-up b"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 16, ""unparseable"": 2}",0,16,2,2
BW_509,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,8,18,15,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up h"", ""stack h d"", ""pick-up h"", ""pick-up d"", ""pick-up h"", ""pick-up d"", ""STEP_SKIP"", ""pick-up i"", ""stack h d"", ""STEP_SKIP"", ""stack h d"", ""STEP_SKIP"", ""stack h d"", ""STEP_SKIP"", ""stack h d"", ""STEP_SKIP"", ""stack h d"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 17}",0,17,1,0
BW_510,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,34,18,13,6,aborted: excessive illegal steps,2,0.1667,1,False,"[""pick-up k"", ""stack k j"", ""STEP_SKIP"", ""STEP_SKIP"", ""pick-up k"", ""pick-up a"", ""pick-up j"", ""STEP_SKIP"", ""stack k j"", ""STEP_SKIP"", ""stack k j"", ""pick-up j"", ""stack k j"", ""stack j a"", ""STEP_SKIP"", ""pick-up j"", ""stack k j"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 14, ""unparseable"": 4}",0,14,2,4
BW_511,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,6,16,13,6,aborted: excessive illegal steps,2,0.3333,1,False,"[""pick-up i"", ""stack i k"", ""pick-up k"", ""pick-up l"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""STEP_SKIP"", ""stack i k"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 15}",0,15,1,0
BW_512,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,10,16,13,6,aborted: excessive illegal steps,3,0.2,1,False,"[""pick-up c"", ""stack c j"", ""pick-up e"", ""stack e j"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 15}",0,15,1,0
BW_513,meta-llama/llama-3.1-8b-instruct,medium,high,0.1111,2,18,18,50,46,3,complete,2,0.1667,1,False,"[""pick-up c"", ""stack c e"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP"", ""pick-up a"", ""stack c e"", ""pick-up e"", ""stack c e"", ""put-down c"", ""pick-up e"", ""pick-up a"", ""stack c e"", ""pick-up d"", ""stack c e"", ""pick-up d"", ""stack c e"", ""put-down c"", ""pick-up e"", ""pick-up d"", ""stack c e"", ""put-down c"", ""pick-up e"", ""STEP_SKIP"", ""pick-up d"", ""stack c e"", ""pick-up e"", ""stack c e"", ""put-down c"", ""pick-up e"", ""stack c e"", ""put-down c"", ""pick-up e"", ""pick-up d"", ""stack c e"", ""put-down c"", ""pick-up e"", ""stack c e"", ""pick-up e"", ""stack c e"", ""put-down c"", ""pick-up e"", ""stack c e"", ""pick-up e"", ""stack c e"", ""pick-up e"", ""stack c e"", ""put-down c"", ""put-down a""]","{""canonical"": 1, ""remapped"": 49}",0,49,1,0
BW_514,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,10,24,21,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up c"", ""stack c j"", ""pick-up c"", ""pick-up a"", ""stack c j"", ""STEP_SKIP"", ""pick-up c"", ""stack c j"", ""pick-up c"", ""pick-up j"", ""pick-up c"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""pick-up c"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""pick-up c"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 22}",0,22,2,0
BW_515,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,12,22,19,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up g"", ""stack g e"", ""pick-up g"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""pick-up g"", ""STEP_SKIP"", ""pick-up e"", ""pick-up g"", ""pick-up e"", ""pick-up g"", ""pick-up e"", ""STEP_SKIP"", ""pick-up g"", ""pick-up i"", ""stack g e"", ""STEP_SKIP"", ""stack g e"", ""STEP_SKIP"", ""stack g e"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 20}",0,20,2,0
BW_E_001,meta-llama/llama-3.1-8b-instruct,medium,low,,0,0,10,17,14,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up a"", ""stack a i"", ""stack a i"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""pick-up c"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 16}",0,16,1,0
BW_E_002,meta-llama/llama-3.1-8b-instruct,easy,low,,0,0,11,16,12,6,aborted: excessive illegal steps,4,0.0,0,False,"[""pick-up b"", ""stack b h"", ""pick-up g"", ""stack g b"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 15}",0,15,1,0
BW_E_003,meta-llama/llama-3.1-8b-instruct,medium,low,,0,0,11,15,13,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up c"", ""stack c i"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP"", ""pick-up i"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 13}",0,13,2,0
BW_E_004,meta-llama/llama-3.1-8b-instruct,hard,low,,0,0,14,19,13,6,aborted: excessive illegal steps,2,0.2857,2,False,"[""pick-up a"", ""stack a h"", ""stack a h"", ""STEP_SKIP"", ""stack a h"", ""STEP_SKIP"", ""stack a h"", ""STEP_SKIP"", ""stack a h"", ""STEP_SKIP"", ""stack a h"", ""STEP_SKIP"", ""pick-up h"", ""pick-up d"", ""stack d g"", ""pick-up e"", ""stack e i"", ""pick-up e"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 17}",0,17,2,0
BW_E_005,meta-llama/llama-3.1-8b-instruct,medium,low,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up c"", ""stack c l"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
