model,problem_id,variant,layer,rank,logprob,cosine_to_gold_unembed,gold_content,gold_token_id,gold_token_decoded,gold_unigram_count,gold_token_id_rank_proxy,n_layers,sep_note
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,3,152046,-14.245407,-0.081347,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,4,152040,-14.430813,-0.075699,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,5,152038,-16.253077,-0.087211,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,6,152026,-16.336647,-0.078894,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,7,152038,-16.932936,-0.093312,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,8,152025,-16.140884,-0.075205,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,9,152041,-18.54985,-0.102007,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,10,152038,-18.790691,-0.095967,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,11,152032,-18.834805,-0.089013,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,12,152024,-18.603163,-0.083637,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,13,152032,-20.815159,-0.092792,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,14,152037,-24.435539,-0.104142,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,15,152032,-23.258045,-0.093641,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,16,152037,-24.426659,-0.098305,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,17,152032,-23.961824,-0.082417,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,18,152018,-24.825628,-0.07804,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,19,152031,-27.685963,-0.086896,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,20,152039,-32.35405,-0.096944,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,21,152047,-40.906342,-0.110005,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,22,152046,-51.961021,-0.115313,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,23,152053,-72.981606,-0.141034,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,24,152051,-102.804672,-0.149972,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,25,152042,-135.006088,-0.144938,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,26,152035,-175.805237,-0.13931,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,canonical,27,16,-16.325418,0.075206,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,0,152006,-12.683998,-0.046055,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,1,152039,-13.570244,-0.073079,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,2,152039,-14.254629,-0.082802,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,3,152046,-14.250499,-0.081295,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,4,152040,-14.443384,-0.075588,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,5,152039,-16.327616,-0.08721,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,6,152025,-16.371019,-0.078907,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,7,152037,-17.037075,-0.09405,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,8,152026,-16.165188,-0.075157,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,9,152041,-18.60639,-0.102516,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,10,152038,-18.862686,-0.095872,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,11,152032,-18.872658,-0.088722,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,12,152024,-18.659723,-0.08387,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,13,152030,-20.963531,-0.093197,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,14,152037,-24.496429,-0.103929,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,15,152031,-22.989103,-0.091521,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,16,152036,-24.206387,-0.097129,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,17,152031,-24.079763,-0.082266,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,18,152016,-25.037874,-0.076414,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,19,152029,-26.697803,-0.080676,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,20,152040,-30.609659,-0.089736,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,21,152044,-40.921215,-0.10818,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,22,152048,-53.018055,-0.119504,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,23,152052,-70.581131,-0.139255,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,24,152050,-104.754463,-0.15474,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,25,152043,-138.33313,-0.15071,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,26,152040,-184.604172,-0.147821,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_054,W3,27,16,-15.957504,0.075481,16,16,1,741,16,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,0,150235,-12.402463,-0.015264,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,1,151685,-12.977041,-0.032484,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,2,151728,-13.472687,-0.038103,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,3,151789,-13.477715,-0.04057,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,4,151786,-13.683588,-0.040464,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,5,151786,-14.989765,-0.045361,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,6,151758,-15.231686,-0.041742,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,7,151877,-15.890207,-0.059301,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,8,151862,-15.38872,-0.050643,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,9,151901,-16.94496,-0.063858,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,10,151905,-17.365154,-0.062838,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,11,151849,-17.253157,-0.052416,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,12,151777,-17.086828,-0.045699,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,13,151825,-18.877966,-0.05228,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,14,151849,-21.515665,-0.055026,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,15,151819,-20.611101,-0.050115,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,16,151826,-21.381592,-0.050509,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,17,151772,-21.066868,-0.039897,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,18,151727,-21.403095,-0.037943,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,19,151797,-22.62392,-0.039187,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,20,151845,-25.894238,-0.044791,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,21,151835,-34.743206,-0.051801,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,22,151866,-43.253929,-0.059243,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,23,151865,-62.644611,-0.069898,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,24,151857,-92.321915,-0.079182,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,25,151823,-122.382996,-0.075586,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,26,151785,-160.279999,-0.06801,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,canonical,27,20,-15.52115,0.091802,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,0,150186,-12.400675,-0.015022,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,1,151686,-13.029503,-0.032856,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,2,151714,-13.494289,-0.037465,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,3,151794,-13.510464,-0.041225,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,4,151787,-13.695781,-0.040646,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,5,151777,-15.044387,-0.044969,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,6,151743,-15.186461,-0.03994,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,7,151868,-15.88982,-0.058399,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,8,151847,-15.376136,-0.04945,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,9,151897,-17.083639,-0.064584,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,10,151903,-17.431587,-0.061967,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,11,151843,-17.333736,-0.051573,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,12,151771,-17.110039,-0.045234,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,13,151826,-18.822151,-0.052031,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,14,151840,-21.593426,-0.053628,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,15,151806,-20.446119,-0.04779,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,16,151823,-21.285294,-0.049125,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,17,151793,-21.202299,-0.0412,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,18,151733,-21.41622,-0.037316,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,19,151811,-22.600748,-0.039058,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,20,151868,-26.184481,-0.04699,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,21,151852,-34.70042,-0.053852,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,22,151887,-44.216831,-0.062843,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,23,151885,-63.283524,-0.072499,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,24,151882,-92.863205,-0.082238,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,25,151849,-123.907524,-0.080789,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,26,151824,-165.375168,-0.0759,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_055,W3,27,36,-18.246527,0.070967,6,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,0,150374,-12.4048,-0.016167,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,1,151725,-13.030447,-0.034822,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,2,151743,-13.489641,-0.039453,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,3,151808,-13.490561,-0.042148,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,4,151818,-13.732363,-0.042647,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,5,151791,-15.055529,-0.045765,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,6,151759,-15.242889,-0.041703,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,7,151864,-15.871966,-0.058255,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,8,151840,-15.328308,-0.049408,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,9,151895,-17.045103,-0.063989,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,10,151890,-17.346561,-0.060925,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,11,151829,-17.265106,-0.051025,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,12,151770,-17.16177,-0.046007,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,13,151822,-19.050648,-0.052726,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,14,151847,-21.635052,-0.054845,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,15,151811,-20.29248,-0.048734,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,16,151829,-21.31872,-0.050164,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,17,151743,-20.993328,-0.038037,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,18,151738,-21.806664,-0.040164,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,19,151793,-22.779522,-0.039615,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,20,151860,-25.511683,-0.047323,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,21,151888,-35.000423,-0.060529,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,22,151870,-42.767132,-0.058446,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,23,151902,-60.668068,-0.073493,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,24,151884,-90.836159,-0.083698,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,25,151828,-119.303558,-0.077322,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,26,151731,-158.786316,-0.061392,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,canonical,27,9,-11.098936,0.112819,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,0,150433,-12.40219,-0.016618,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,1,151722,-13.030543,-0.034707,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,2,151739,-13.499545,-0.039299,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,3,151819,-13.513191,-0.04315,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,4,151818,-13.722956,-0.042674,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,5,151790,-15.082286,-0.045713,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,6,151749,-15.224483,-0.041263,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,7,151860,-15.847191,-0.057537,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,8,151849,-15.243114,-0.049052,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,9,151904,-17.083582,-0.066151,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,10,151903,-17.427441,-0.062708,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,11,151846,-17.388535,-0.053013,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,12,151782,-17.201878,-0.047277,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,13,151828,-19.09067,-0.053351,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,14,151848,-21.778454,-0.05544,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,15,151812,-20.266502,-0.048823,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,16,151832,-21.359259,-0.050971,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,17,151768,-21.158237,-0.039652,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,18,151763,-21.905293,-0.041806,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,19,151814,-22.977718,-0.041996,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,20,151860,-25.364408,-0.045306,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,21,151891,-34.667828,-0.058598,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,22,151882,-42.64576,-0.059607,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,23,151915,-60.968128,-0.075903,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,24,151894,-90.12925,-0.084455,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,25,151843,-118.568214,-0.080138,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,26,151744,-158.394531,-0.062194,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_056,W3,27,13,-10.925591,0.111639,69,21,6,302,21,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,0,150362,-12.407289,-0.016281,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,1,151728,-13.021416,-0.034828,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,2,151760,-13.540355,-0.041268,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,3,151724,-13.476062,-0.037702,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,4,151681,-13.612324,-0.034673,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,5,151701,-14.864325,-0.038741,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,6,151639,-15.067217,-0.034443,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,7,151787,-15.661789,-0.048487,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,8,151710,-15.055607,-0.037812,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,9,151873,-16.760244,-0.058274,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,10,151853,-17.059982,-0.052954,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,11,151828,-17.054295,-0.050334,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,12,151709,-16.92238,-0.041078,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,13,151773,-18.597046,-0.047143,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,14,151756,-21.429211,-0.045976,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,15,151767,-20.53525,-0.045633,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,16,151815,-21.438379,-0.04993,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,17,151749,-20.878143,-0.037956,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,18,151802,-21.567905,-0.044312,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,19,151852,-22.333061,-0.044631,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,20,151877,-26.605766,-0.050343,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,21,151809,-32.990719,-0.046797,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,22,151803,-42.605293,-0.049862,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,23,151795,-60.910252,-0.058415,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,24,151820,-88.818474,-0.071847,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,25,151771,-111.450714,-0.065014,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,26,151695,-147.257111,-0.054948,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,canonical,27,23,-15.981543,0.082705,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,0,150331,-12.401595,-0.016222,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,1,151729,-13.027775,-0.034972,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,2,151759,-13.523081,-0.040898,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,3,151717,-13.480104,-0.037503,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,4,151673,-13.611485,-0.034417,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,5,151705,-14.954537,-0.039429,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,6,151632,-15.136417,-0.034705,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,7,151789,-15.737282,-0.049044,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,8,151703,-15.06246,-0.037694,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,9,151870,-16.863102,-0.058708,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,10,151857,-17.049004,-0.053886,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,11,151833,-17.183231,-0.051413,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,12,151727,-16.964762,-0.042158,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,13,151773,-18.644629,-0.047489,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,14,151759,-21.503471,-0.046098,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,15,151756,-20.257759,-0.04423,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,16,151808,-21.292175,-0.048657,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,17,151729,-20.80991,-0.036486,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,18,151787,-21.39584,-0.042164,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,19,151853,-22.38063,-0.044612,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,20,151875,-27.454214,-0.052742,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,21,151807,-34.63131,-0.048151,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,22,151812,-45.635887,-0.05292,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,23,151817,-64.348114,-0.06255,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,24,151826,-92.225853,-0.073588,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,25,151782,-118.036598,-0.06775,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,26,151723,-154.256592,-0.059113,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_057,W3,27,26,-18.698875,0.079353,84,23,8,150,23,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_058,canonical,0,151950,-12.624973,-0.039494,285,17,2,672,17,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_058,canonical,1,152030,-13.481548,-0.068068,285,17,2,672,17,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_058,canonical,2,152023,-14.110929,-0.075976,285,17,2,672,17,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_058,canonical,3,152036,-14.1136,-0.074554,285,17,2,672,17,28,''
Qwen/Qwen2.5-7B-Instruct,GSM_058,canonical,4,152024,-14.37602,-0.0717,285,17,2,672,17,28,''
