problem_id,problem_family,variant_type,model,raw_response,behavioral_correct,notes,correct_answer,contamination_pole,difficulty

1. Primary machine: Processes 4 metal sheets per shift.
2. Secondary machine: Processes 6 metal sheets per shift.

First, combine the metal sheets processed by the primary and secondary machines per shift:
\[ 4 + 6 = 10 \]

Next, calculate how many metal sheets the auxiliary machine processes per shift. The auxiliary machine processes one less than three-sixths of the number of metal sheets the primary and secondary machines process combined per shift.

First, calculate three-sixths of the 10 metal sheets processed by the primary and secondary machines:
\[ \frac{3}{6} \times 10 = \frac{30}{6} = 5 \]

Then, the auxiliary machine processes one less than this amount:
\[ 5 - 1 = 4 \]

Now sum the number of metal sheets processed by all three machines per shift:
\[ 4 \quad (\text{primary}) + 6 \quad (\text{secondary}) + 4 \quad (\text{auxiliary}) = 14 \]

Thus, the factory unit processes 14 metal sheets in one production cycle.",False,,420,medium,easy
GSM_061,arithmetic_reasoning,W4,openai/gpt-4o,"To solve this problem, you need to first calculate the total number of pizzas this family eats per day and then multiply by the number of days in a month to find the total number of pizzas consumed in a month.

First, let's break down the problem:

1. **Father** eats 4 pizzas per day.

2. **Wife** eats 6 pizzas per day.

3. **Daughter** eats one less than three-sixths of the number of pizzas they eat combined per day.

Now, let's calculate the number of pizzas eaten per day by the daughter:

- The combined number of pizzas the father and wife eat per day is:
  \[
  4 \, (\text{father}) + 6 \, (\text{wife}) = 10 \, \text{pizzas}
  \]

- Three-sixths of this combined amount is:
  \[
  \frac{3}{6} \times 10 = 5 \, \text{pizzas}
  \]

- The daughter eats one less than this amount, which is:
  \[
  5 - 1 = 4 \, \text{pizzas}
  \]

Now, calculate the total pizzas eaten by the family per day:

- Total per day = Father + Wife + Daughter
  \[
  4 \, (\text{father}) + 6 \, (\text{wife}) + 4 \, (\text{daughter}) = 14 \, \text{pizzas per day}
  \]

Finally, calculate the total number of pizzas eaten in a month. Assuming a month has 30 days, the total pizza consumption in a month is:

\[
14 \, \text{pizzas per day} \times 30 \, \text{days} = 420 \, \text{pizzas}
\]

Therefore, the family eats 420 pizzas in a month.",True,,420,medium,easy
GSM_061,arithmetic_reasoning,W6,openai/gpt-4o,"To find out how many burritos the family eats in one month, we first need to determine the daily burrito consumption for the family and then calculate the total for one month.

1. **Daily Consumption**:
   - The uncle eats 7 burritos per day.
   - His spouse eats 5 burritos per day.
   - Together, they eat \(7 + 5 = 12\) burritos per day.

   The grandchild eats one less than five-sixths of the total burritos consumed by the uncle and the spouse:
   - Five-sixths of the burritos eaten by the uncle and spouse is \(\frac{5}{6} \times 12 = 10\).
   - The grandchild eats one less than this amount: \(10 - 1 = 9\) burritos per day.

2. **Total Daily Consumption**:
   - Combined, the family eats \(12 + 9 = 21\) burritos per day.

3. **Monthly Consumption**:
   - Assuming a month has 30 days, the total number of burritos consumed in one month is \(21 \times 30 = 630\).

Therefore, the family eats 630 burritos in one month.",True,,630,medium,easy
GSM_062,arithmetic_reasoning,W1,openai/gpt-4o,"To determine how much the total cost will exceed Mrs. Lee's budget, we first need to calculate the total cost after applying relevant discounts and adding associated fees.

1. **Calculate the discounted selling price:**
   - The original selling price of the townhouse is $600,000.
   - Mrs. Lee is eligible for a 20% discount on the selling price.
   - Discount amount = 20% of $600,000 = \( 0.20 \times 600,000 = 120,000 \).
   - Discounted selling price = $600,000 - $120,000 = $480,000.

2. **Calculate the brokerage fee:**
   - The brokerage fee is 3% of the discounted selling price.
   - Brokerage fee = 3% of $480,000 = \( 0.03 \times 480,000 = 14,400 \).

3. **Calculate the transfer fee:**
   - The transfer fee is 12% of the discounted selling price.
   - Transfer fee = 12% of $480,000 = \( 0.12 \times 480,000 = 57,600 \).

4. **Calculate the total cost:**
   - Total cost = discounted selling price + brokerage fee + transfer fee.
   - Total cost = $480,000 + $14,400 + $57,600 = $552,000.

5. **Determine how much the total cost exceeds the budget:**
   - Mrs. Lee’s budget is $440,000.
   - The excess amount = Total cost - Budget = $552,000 - $440,000 = $112,000.

Therefore, the total cost will exceed Mrs. Lee's budget by $112,000.",True,,112000,medium,hard
GSM_062,arithmetic_reasoning,W2,openai/gpt-4o,"To determine how much more the total cost will be than Mrs. Lee's budget, we need to calculate the total costs incurred by Mrs. Lee and compare them to her budget limit.

1. **Selling Price after Discount:**
   \[
   \text{Selling Price after Discount} = \text{Selling Price} - (\text{Discount} \times \text{Selling Price}) 
   \]
   \[
   = 600,000 - (0.20 \times 600,000) = 600,000 - 120,000 = 480,000
   \]

2. **Brokerage Fee:**
   \[
   \text{Brokerage Fee} = 0.03 \times 480,000 = 14,400
   \]

3. **Transfer Fee:**
   \[
   \text{Transfer Fee} = 0.12 \times 480,000 = 57,600
   \]

4. **Total Cost:**
   \[
   \text{Total Cost} = \text{Selling Price after Discount} + \text{Brokerage Fee} + \text{Transfer Fee} 
   \]
   \[
   = 480,000 + 14,400 + 57,600 = 552,000
   \]

5. **Difference from Budget:**
   \[
   \text{Difference} = \text{Total Cost} - \text{Budget Limit} 
   \]
   \[
   = 552,000 - 440,000 = 112,000
   \]

The total cost will be $112,000 more than Mrs. Lee's budget.",True,,112000,medium,hard
GSM_062,arithmetic_reasoning,W3,openai/gpt-4o,"First, let's calculate the discount Captain Zara receives on the base price. The base price of the energy module is $600,000, and she gets a 20% reduction. So, the discount is:

\[ \text{Discount} = 0.20 \times 600,000 = 120,000 \]

Applying this discount, the reduced base price becomes:

\[ \text{Reduced Base Price} = 600,000 - 120,000 = 480,000 \]

Next, we calculate the additional costs. The docking fee is 3% of the original base price:

\[ \text{Docking Fee} = 0.03 \times 600,000 = 18,000 \]

The transport fee is 12% of the original base price:

\[ \text{Transport Fee} = 0.12 \times 600,000 = 72,000 \]

The total payment required is the sum of the reduced base price, the docking fee, and the transport fee:

\[ \text{Total Payment} = 480,000 + 18,000 + 72,000 = 570,000 \]

Now, let's determine how much this total payment exceeds Captain Zara's credit limit of $440,000:

\[ \text{Excess Amount} = 570,000 - 440,000 = 130,000 \]

Therefore, the total payment will be $130,000 more than Captain Zara's credit limit.",False,,112000,medium,hard
GSM_062,arithmetic_reasoning,W4,openai/gpt-4o,"To solve the problem, we need to calculate the total cost Lee would have to pay if she buys the property and compare it to her budget.

1. **Calculate the Discounted Price:**

First, calculate the discount Lee can get on the selling price:
- Selling price = \$600,000
- Discount = 20% of \$600,000 = 0.20 * \$600,000 = \$120,000

Discounted price = \$600,000 - \$120,000 = \$480,000

2. **Calculate the Brokerage Fee:**

The brokerage fee is 3% of the selling price:
- Brokerage fee = 0.03 * \$600,000 = \$18,000

3. **Calculate the Transfer Fee:**

The transfer fee is 12% of the selling price:
- Transfer fee = 0.12 * \$600,000 = \$72,000

4. **Calculate the Total Cost:**

Total cost = Discounted price + Brokerage fee + Transfer fee
Total cost = \$480,000 + \$18,000 + \$72,000 = \$570,000

5. **Compare to Lee’s Budget:**

Lee's budget is \$440,000. 

To find out how much more the total cost is than her budget:
Cost difference = Total cost - Lee's budget
Cost difference = \$570,000 - \$440,000 = \$130,000

Therefore, the total cost, after discounts and including all fees, exceeds Lee’s budget by \$130,000.",False,,112000,medium,hard
GSM_062,arithmetic_reasoning,W6,openai/gpt-4o,"To determine how much more the total cost of the property is than Mrs. Lee's budget, we need to calculate the total cost including the discount, brokerage fee, and transfer fee, and then compare it to her budget.

1. **Calculate the discounted selling price:**
   - Original Selling Price = $480,000
   - Discount = 25% of $480,000 = 0.25 * $480,000 = $120,000
   - Discounted Selling Price = $480,000 - $120,000 = $360,000

2. **Calculate the brokerage fee:**
   - Brokerage Fee = 7% of Discounted Selling Price = 0.07 * $360,000 = $25,200

3. **Calculate the transfer fee:**
   - Transfer Fee = 14% of Discounted Selling Price = 0.14 * $360,000 = $50,400

4. **Calculate the total cost:**
   - Total Cost = Discounted Selling Price + Brokerage Fee + Transfer Fee
   - Total Cost = $360,000 + $25,200 + $50,400 = $435,600

5. **Determine how much more the total cost is than Mrs. Lee’s budget:**
   - Mrs. Lee's Budget = $370,000
   - Additional Amount Needed = Total Cost - Budget
   - Additional Amount Needed = $435,600 - $370,000 = $65,600

So, the total cost will be $65,600 more than Mrs. Lee's budget.",True,,65600,medium,hard
GSM_063,arithmetic_reasoning,W1,openai/gpt-4o,"To determine the net proceeds Prof. Rodriguez received from the villa sale, we need to calculate and deduct all associated costs from the sale price.

1. **Sale Price of the Villa**: $220,000

2. **Registration Fees**: 2% of $220,000  
   \[
   0.02 \times 220,000 = 4,400
   \]

3. **Agent Fee**: 2% of $220,000  
   \[
   0.02 \times 220,000 = 4,400
   \]

4. **Outstanding Loan Balance**: $180,000

5. **Closing Costs**: $15,000

Now, add up all these costs:  
\[
4,400 (\text{registration fees}) + 4,400 (\text{agent fee}) + 180,000 (\text{loan balance}) + 15,000 (\text{closing costs}) = 203,800
\]

Finally, subtract the total costs from the sale price to find the net proceeds:  
\[
220,000 - 203,800 = 16,200
\]

Prof. Rodriguez received $16,200 as net proceeds from the sale of the villa.",True,,16200,medium,hard
GSM_063,arithmetic_reasoning,W2,openai/gpt-4o,"To calculate the net proceeds from selling the villa, you need to account for all the associated costs and payments. Here's how you can calculate it:

1. **Calculate the registration fees:**
   \[
   \text{Registration fees} = 2\% \times \text{Selling price} = 0.02 \times 220,000 = 4,400
   \]

2. **Calculate the agent fee:**
   \[
   \text{Agent fee} = 2\% \times \text{Selling price} = 0.02 \times 220,000 = 4,400
   \]

3. **Calculate the total costs:**
   \[
   \text{Total costs} = \text{Registration fees} + \text{Agent fee} + \text{Remaining loan paid} + \text{Closing costs}
   \]
   \[
   \text{Total costs} = 4,400 + 4,400 + 180,000 + 15,000 = 203,800
   \]

4. **Calculate the net proceeds:**
   \[
   \text{Net proceeds} = \text{Selling price} - \text{Total costs}
   \]
   \[
   \text{Net proceeds} = 220,000 - 203,800 = 16,200
   \]

Therefore, the net proceeds from selling the villa are $16,200.",True,,16200,medium,hard
GSM_063,arithmetic_reasoning,W3,openai/gpt-4o,"To determine Captain Vega's net returns from transferring the spacecraft, we need to calculate all the costs he incurred and subtract them from the selling price.

1. **Docking fees:** 2% of the transfer price = 2% of $220,000 = $4,400
2. **Broker fee:** 2% of the transfer price = 2% of $220,000 = $4,400
3. **Remaining lease balance:** $180,000
4. **Departure costs:** $15,000

Now, add all these costs:

\[
4,400 + 4,400 + 180,000 + 15,000 = 203,800
\]

Subtract total costs from the selling price to find the net return:

\[
220,000 - 203,800 = 16,200
\]

Captain Vega's net returns from transferring the spacecraft are $16,200.",True,,16200,medium,hard
GSM_063,arithmetic_reasoning,W4,openai/gpt-4o,"To find Rodriguez's net proceeds from selling the villa, we need to calculate the total expenses related to the sale and subtract them from the selling price. Here's the breakdown:

1. **Selling Price of the Villa**: $220,000 (n1)

2. **Agent Fee**: 2% of selling price = \(0.02 \times 220,000 = 4,400\) (n2 is 2, representing 2%)

3. **Registration Fees**: 2% of selling price = \(0.02 \times 220,000 = 4,400\) (n3 is 2, representing 2%)

4. **Remaining Loan Amount**: $180,000 (n4)

5. **Closing Costs**: $15,000 (n5)

Now, calculate the total expenses:

- Agent Fee + Registration Fees + Remaining Loan Amount + Closing Costs
- Total Expenses = $4,400 + $4,400 + $180,000 + $15,000 = $203,800

Finally, subtract the total expenses from the selling price to find the net proceeds:

- Net Proceeds = Selling Price - Total Expenses
- Net Proceeds = $220,000 - $203,800 = $16,200

Thus, Rodriguez's net proceeds from selling the villa are $16,200.",True,,16200,medium,hard
GSM_063,arithmetic_reasoning,W6,openai/gpt-4o,"To determine Mr. Davis's net proceeds from selling his condo, we need to subtract all the associated costs from the selling price.

1. **Selling Price**: $790,000

2. **Transfer Fees** (1% of selling price): 
   \[
   0.01 \times 790,000 = 7,900
   \]

3. **Brokerage Fee** (2% of selling price): 
   \[
   0.02 \times 790,000 = 15,800
   \]

4. **Remaining Loan Amount**: $510,000

5. **Closing Costs**: $10,000

Now, let's calculate the total costs:
\[
7,900 \, (\text{transfer fees}) + 15,800 \, (\text{brokerage fee}) + 510,000 \, (\text{loan amount}) + 10,000 \, (\text{closing costs}) = 543,700
\]

Finally, we calculate the net proceeds by subtracting the total costs from the selling price:
\[
790,000 - 543,700 = 246,300
\]

Thus, Mr. Davis's net proceeds from selling the condo are \(\$246,300\).",True,,246300,medium,hard
GSM_064,arithmetic_reasoning,W1,openai/gpt-4o,"To find the percentage of girls among all the children in the park, we first determine the number of boys. We know there are 39 girls and the number of boys equals 1/3 of the number of girls:

\[
\text{Number of boys} = \frac{1}{3} \times 39 = 13
\]

Next, we find the total number of children in the park by adding the number of girls and boys together:

\[
\text{Total number of children} = 39 (\text{girls}) + 13 (\text{boys}) = 52
\]

Now, to find the percentage of girls, we calculate:

\[
\text{Percentage of girls} = \left( \frac{39}{52} \right) \times 100
\]

Calculating the fraction:

\[
\frac{39}{52} = 0.75
\]

So, the percentage is:

\[
0.75 \times 100 = 75\%
\]

Therefore, 75% of all the children in the park are girls.",True,,75,medium,easy
GSM_064,arithmetic_reasoning,W2,openai/gpt-4o,"First, find the number of boys in the park by calculating \( \frac{1}{3} \times 39 \):

\[
\text{Number of boys} = \frac{1}{3} \times 39 = 13
\]

Next, calculate the total number of kids in the park by adding the number of girls and boys:

\[
\text{Total number of kids} = 39 + 13 = 52
\]

Now, determine the percentage of kids who are girls. Use the formula for percentage:

\[
\text{Percentage of girls} = \left( \frac{\text{Number of girls}}{\text{Total number of kids}} \right) \times 100
\]

Substitute the known values:

\[
\text{Percentage of girls} = \left( \frac{39}{52} \right) \times 100 \approx 75
\]

Therefore, approximately \(75\%\) of the kids in the park are girls.",True,,75,medium,easy
GSM_064,arithmetic_reasoning,W3,openai/gpt-4o,"First, let's determine the number of hybrid cars in the charging station. According to the problem, the number of hybrid cars is \( \frac{1}{3} \) the number of electric cars. Given there are 39 electric cars, we calculate the number of hybrid cars as follows:

\[
\text{Number of hybrid cars} = \frac{1}{3} \times 39 = 13
\]

Next, we find the total number of vehicles in the charging station by adding the number of electric cars and hybrid cars together:

\[
\text{Total number of vehicles} = 39 \, (\text{electric cars}) + 13 \, (\text{hybrid cars}) = 52
\]

Now, to find the percentage of vehicles that are electric cars, we use the following formula:

\[
\text{Percentage of electric cars} = \left( \frac{\text{Number of electric cars}}{\text{Total number of vehicles}} \right) \times 100
\]

Substitute the values:

\[
\text{Percentage of electric cars} = \left( \frac{39}{52} \right) \times 100 \approx 75
\]

Thus, approximately 75% of the vehicles in the charging station are electric cars.",True,,75,medium,easy
GSM_064,arithmetic_reasoning,W4,openai/gpt-4o,"To solve for the unknown, we need to determine the percentage of kids in the park who are girls, given that there are 39 girls and \( \frac{1}{3} \) the number of boys as girls.

1. **Define the variables**:
   - Let \( G \) represent the number of girls in the park. According to the information, \( G = 39 \).
   - Let \( B \) represent the number of boys in the park.

2. **Set up the relationship**:
   - We know that the number of boys, \( B \), is \( \frac{1}{3} \) of the number of girls. Thus, we can write:  
     \[ B = \frac{1}{3} \times G \]

3. **Substitute the known value of \( G \) into the equation**:
   - \[ B = \frac{1}{3} \times 39 = 13 \]

4. **Find the total number of kids in the park**:
   - Total kids = Number of girls + Number of boys  
   \[ \text{Total kids} = G + B = 39 + 13 = 52 \]

5. **Calculate the percentage of kids who are girls**:
   - Percentage of girls = \( \left(\frac{G}{\text{Total kids}}\right) \times 100 \)
   \[ \text{Percentage of girls} = \left(\frac{39}{52}\right) \times 100 \approx 75\% \]

Therefore, approximately 75% of the kids in the park are girls.",True,,75,medium,easy
GSM_064,arithmetic_reasoning,W6,openai/gpt-4o,"To solve this problem, let's first determine the number of boys in the park.

We are told that there are 6 girls and that the number of boys is two-sixths of the number of girls. Calculating two-sixths of 6:

\[
\text{Number of boys} = \frac{2}{6} \times 6 = 2
\]

Now we have 6 girls and 2 boys in the park. The total number of kids in the park is:

\[
\text{Total kids} = 6 + 2 = 8
\]

Next, we calculate the percentage of kids who are girls:

\[
\text{Percentage of girls} = \left(\frac{\text{Number of girls}}{\text{Total number of kids}}\right) \times 100 
\]

\[
\text{Percentage of girls} = \left(\frac{6}{8}\right) \times 100 = 75\%
\]

Therefore, 75% of the kids in the park are girls.",True,,75,medium,easy
GSM_041,arithmetic_reasoning,W5,openai/gpt-4o,"Let's use the given information to solve the problem step by step:

1. **Identify and denote the variables**:
   - Let \( P \) be the number of students who like to paint.
   - Let \( F \) be the number of students who like to play football.
   - Let \( B \) be the number of students who like to bake.
   - Let \( H \) be the number of students who like to hike.

2. **Assign values to the known quantities**:
   - We know \( P = 19 \).
   - We know \( F = 7 \).
   - We know \( B = 150 \).

3. **Establish relationships based on the problem description**:
   - It is given that the number of students who like to hike \( H \) is twice the number of those who like to play football.
     \[
     H = 2F
     \]
   - Substitute the known value of \( F \):
     \[
     H = 2 \times 7 = 14
     \]

4. **Find the total number of students in the group**:
   - Add up the numbers of students with each hobby:
     \[
     \text{Total number of students} = P + F + B + H
     \]
   - Substitute the values for \( P \), \( F \), \( B \), and \( H \):
     \[
     \text{Total number of students} = 19 + 7 + 150 + 14
     \]

5. **Perform the calculation**:
   \[
   \text{Total} = 19 + 7 + 150 + 14 = 190
   \]

The total number of students in the group is \( \boxed{190} \).",True,,190,high,easy
GSM_042,arithmetic_reasoning,W5,openai/gpt-4o,"To find out how many oranges Pavel can harvest per square yard, we need to divide the total number of oranges harvested by the total area of the field in square yards.

Pavel can harvest 2820 oranges from a 30 square yard field in a year. Therefore, the number of oranges per square yard is calculated as follows:

\[
\frac{2820 \text{ oranges}}{30 \text{ square yards}} = 94 \text{ oranges per square yard}
\]

So, there are 94 oranges per square yard.",True,,94,high,easy
GSM_043,arithmetic_reasoning,W5,openai/gpt-4o,"Let the total number of balls be \( x \).

Since an eighth of the balls are tennis balls, the number of tennis balls is:

\[
\frac{x}{8}
\]

We are given that 1/10 of the tennis balls are white, and there are 8 white tennis balls. So we set up the equation:

\[
\frac{1}{10} \times \frac{x}{8} = 8
\]

Simplifying the left side of the equation gives:

\[
\frac{x}{80} = 8
\]

To find \( x \), multiply both sides by 80:

\[
x = 8 \times 80
\]
\[
x = 640
\]

Thus, the juggler can juggle a total of 640 balls.",True,,640,high,easy
GSM_044,arithmetic_reasoning,W5,openai/gpt-4o,"To find out how many stuffed animals are in the bin, let's first verify the total number of toys Mei has for her brother and then confirm the number of stuffed animals:

1. Calculate the total number of toys with the given data:
   - Building blocks: 71 blocks
   - Stacking rings: 29 rings
   - Bouncy balls: 59 balls

   Adding these numbers:

   \[
   71 + 29 + 59 = 159
   \]

2. According to the problem, Mei’s total number of toys is 204. We can use this information to find out how many stuffed animals there are by subtracting the sum of the other types of toys from the total:

   \[
   204 - 159 = 45
   \]

Thus, there are 45 stuffed animals in the bin. This matches the information initially provided, confirming the calculation.",True,,45,high,easy
GSM_045,arithmetic_reasoning,W5,openai/gpt-4o,"To find out how many pineapples Liam picked on Wednesday, let's define the variables and use the information provided:

- Let \( x \) be the number of pineapples Liam picked on Wednesday.

According to the problem, on Friday, he picked quadruple the number he did on Wednesday, so on Friday he picked \( 4x \) pineapples.

The total number of pineapples picked on Wednesday, Thursday, and Friday is the total number of pineapples Liam has, which is 1122:

\[ x + 97 + 4x = 1122. \]

Combine like terms:

\[ 5x + 97 = 1122. \]

Subtract 97 from both sides of the equation to isolate the terms involving \( x \):

\[ 5x = 1122 - 97 \]
\[ 5x = 1025. \]

Now, divide both sides by 5 to solve for \( x \):

\[ x = \frac{1025}{5} \]
\[ x = 205. \]

Thus, Liam picked 205 pineapples on Wednesday.",True,,205,high,medium
GSM_046,arithmetic_reasoning,W5,openai/gpt-4o,"To find out how many ounces the entire bag contains, we need to determine how many ounces are in one serving.

First, calculate the remaining calories you can consume for the day:

\[ 
\text{Remaining calories} = 2395 - 1350 = 1045 
\]

Since the bread has 475 calories per serving, determine how many servings you can consume with the remaining calories:

\[ 
\text{Number of servings} = \frac{1045}{475} \approx 2.2 
\]

Now, according to the problem, eating 121 ounces corresponds to 2.2 servings. Let's calculate how many ounces are in one serving:

\[ 
\text{Ounces per serving} = \frac{121}{2.2} \approx 55 
\]

The bag contains 5 servings in total. Therefore, the total number of ounces in the bag is:

\[ 
\text{Total ounces in the bag} = 5 \times 55 = 275 
\]

Thus, the entire bag contains approximately 275 ounces.",True,,275,high,medium
GSM_047,arithmetic_reasoning,W5,openai/gpt-4o,"To find the total capacity of the clinic in rooms, we can set up an equation based on the given information. Let's denote the total capacity of the clinic in rooms as \( C \).

Initially, 1/4 of the rooms are occupied, so the occupied rooms will be \( \frac{1}{4}C \) and the unoccupied rooms are \( \frac{3}{4}C \).

Each day, 40 patients are admitted, and this continues for 3 weeks (21 days). Therefore, the total number of rooms occupied by new patients in 3 weeks is \( 40 \times 21 = 840 \) rooms.

After 3 weeks, there are 510 unoccupied rooms, so we can set up the equation:

\[
\frac{3}{4}C - 840 = 510
\]

Solving for \( C \), we can first add 840 to both sides:

\[
\frac{3}{4}C = 510 + 840
\]

\[
\frac{3}{4}C = 1350
\]

Now, multiply both sides by \(\frac{4}{3}\) to solve for \( C \):

\[
C = 1350 \times \frac{4}{3}
\]

\[
C = 1800
\]

Thus, the total capacity of the clinic is 1800 rooms.",True,,1800,high,hard
GSM_048,arithmetic_reasoning,W5,openai/gpt-4o,"Let's break down the given information to solve the problem.

1. Let \( x \) represent the cost per kilogram of the normal brand of tea Hiroshi usually buys.

2. The more expensive brand costs 45% more than the normal brand. Thus, the cost per kilogram of the more expensive tea is \( x + 0.45x = 1.45x \).

3. Hiroshi buys a week's worth of tea, which is 7 kilograms.

4. The total cost of tea is then \( 7 \times 1.45x = 10.15x \).

5. Hiroshi also bought himself a bagel for ₺3.

6. According to the problem, the total cost including the bagel is ₺206.

Putting all this together, the equation representing the total cost is:

\[
10.15x + 3 = 206
\]

To find \( x \), subtract 3 from both sides:

\[
10.15x = 203
\]

Divide both sides by 10.15 to solve for \( x \):

\[
x = \frac{203}{10.15} \approx 20
\]

Therefore, the cost per kilogram of the normal brand of tea Hiroshi usually buys is approximately ₺20.",True,,20,high,hard
GSM_049,arithmetic_reasoning,W5,openai/gpt-4o,"To solve this problem, we need to figure out the number of apartments in each of the first two complexes.

Let's assume the number of apartments in each of the first two complexes is \( x \).

So, the first two complexes combined have \( 2x \) apartments.

The third complex is 20% bigger than the first two combined, so it has:
\[
1.2 \times 2x = 2.4x \text{ apartments}
\]

Umar collects garbage from each apartment 2 times a week. Therefore, the total number of collections per week for each complex type is:
- First complex: \( 2 \times x \times 2 = 4x \)
- Second complex: \( 2 \times x \times 2 = 4x \)
- Third complex: \( 2 \times 2.4x \times 2 = 4.8x \)

Adding them together gives the total number of collections per week:
\[
4x + 4x + 4.8x = 12.8x
\]

Umar gets paid ₣0.45 per collection for each apartment, so his total earnings per week can be calculated by:
\[
12.8x \times 0.45 = 5.76x
\]

According to the problem, Umar earns ₣1782 per week. Setting up the equation:
\[
5.76x = 1782
\]

Solving for \( x \):
\[
x = \frac{1782}{5.76} \approx 309.375
\]

Since the number of apartments must be a whole number, and seeing that our scenario might have rounding problems stemming from calculated rates, we reconsider up to close integer approximation or possible scenarios by rounding down.
Assuming a small miscalculation in rates and, based on integer scenarios fitting approximation:

Let’s verify when \( x = 310 \) instead, because any very small rounding issues:

The weekly computations would apply again:
\[
5.76 \times 310 = 1785.6 
\]

Re-evaluating with calculated integer studios based approximation confirms finding nearest well complying integer from above (as closest rounded down checks potentially real valid guess workings for max income conformity).

Thus, the optimal approximated number of apartments in each of the first two complexes is around 309, closer ideal integer check is nearest actual optimal like signal at near 310 as adapted better scenario. Truncated integers close at still clean fit so we now adjust mental note.

Finally, each of the first two complexes has approximately 310 apartments given our nearest best handling permissible fit.",False,,450,high,hard
GSM_050,arithmetic_reasoning,W5,openai/gpt-4o,"To solve the problem, first establish the length of remoras and the dolphin:

- Dolphin's length: 60 feet
- Each remora's length: 12 inches = 1 foot

Let \( n \) be the original number of remoras attached to the dolphin.

After a quarter of the remoras go away, there are \( \frac{3}{4}n \) remoras left.

According to the problem, the combined length of the remaining remoras is 20% of the dolphin's body length. So,

\[ 
\text{Combined length of remaining remoras} = 0.20 \times 60\ \text{feet} = 12\ \text{feet} 
\]

Since each remora is 1 foot long, the equation for the remaining remoras is:

\[ 
\frac{3}{4}n = 12
\]

Solve for \( n \):

\[ 
n = 12 \times \frac{4}{3} 
\]

\[ 
n = 16 
\]

Thus, there were originally 16 remoras attached to the dolphin.",True,,16,medium,medium
GSM_051,arithmetic_reasoning,W5,openai/gpt-4o,"To solve this problem, we need to find the width of the city based on the given information about the fog bank's coverage.

Firstly, we know that it takes 64 minutes for the fog bank to cover 2 miles. Therefore, the speed of the fog bank is:

\[
\text{Speed of fog bank} = \frac{2 \text{ miles}}{64 \text{ minutes}} = \frac{1}{32} \text{ miles per minute}
\]

Next, we know the fog bank takes 256 minutes to cover a tenth of the city. Using the speed, we can determine how many miles this tenth of the city represents:

\[
\text{Distance covered in 256 minutes} = \text{Speed} \times \text{Time} = \left(\frac{1}{32} \text{ miles/min}\right) \times 256 \text{ minutes}
\]

\[
= 8 \text{ miles}
\]

This distance, 8 miles, represents one-tenth of the entire width of the city. Therefore, the total width of the city can be calculated as:

\[
\text{Total width of the city} = 10 \times 8 \text{ miles} = 80 \text{ miles}
\]

Thus, the city is \(\boxed{80}\) miles across from the oceanfront to the opposite inland edge.",True,,80,medium,easy
GSM_052,arithmetic_reasoning,W5,openai/gpt-4o,"A standard d12 die has numbers from 1 to 12. Among these numbers, the odd numbers are 1, 3, 5, 7, 9, and 11. This results in a total of 6 odd numbers.

Now let's analyze the given probability situation. First, we need to calculate the probability of rolling a number greater than 6. The numbers greater than 6 on a d12 die are 7, 8, 9, 10, 11, and 12, which is also 6 numbers. Therefore, the probability of rolling a number greater than 6 is:

\[
P(\text{greater than 6}) = \frac{6}{12} = \frac{1}{2}
\]

Next, consider the probability of rolling four odd numbers in a row. The probability of rolling an odd number on a single roll of a d12 is:

\[
P(\text{odd number}) = \frac{6}{12} = \frac{1}{2}
\]

Rolling four odd numbers in a row involves independent events, so the probability is calculated by raising the single-roll probability to the power of 4:

\[
P(\text{four odd numbers}) = \left(\frac{1}{2}\right)^4 = \frac{1}{16}
\]

According to the problem, rolling a number greater than 6 is 43.75% more likely than rolling four odd numbers in a row. This is factored into the equation as follows:

If \( x \) represents the probability of rolling four odd numbers in a row, then the probability of rolling a number greater than 6 is:

\[
\frac{1}{2} = x + 0.4375x
\]

\[
\frac{1}{2} = 1.4375x
\]

Solving for \( x \):

\[
x = \frac{1}{2} \div 1.4375 = \frac{1}{2} \times \frac{16}{23} = \frac{8}{23}
\]

Clearly, this isn't the identical probability calculated for rolling four odd numbers in sequence (\(\frac{1}{16}\)), reflecting the distinct checks of ensuring the correct conditions are manifested in concrete percentage differences rather than just common factors. However, correlating this fluently interprets procedural alignment to individual outputs, affording reasoned deployment the 6 distinct odd numbers effectively on a singular \(d12\) configuration.",True,,6,medium,medium
