problem_id,problem_family,variant_type,model,raw_response,behavioral_correct,notes
BW_001_W6,blocksworld,W6,openai/gpt-4o,"1. unstack i g
2. put-down i
3. unstack g l
4. stack g d
5. unstack h j
6. put-down h
7. unstack l h
8. put-down l
9. unstack j f
10. stack j g",False,
BW_011_W6,blocksworld,W6,openai/gpt-4o,"1. unstack h g
2. put-down h
3. unstack g i
4. put-down g
5. unstack i j
6. put-down i
7. unstack j c
8. put-down j
9. unstack b a
10. put-down b
11. unstack l b
12. put-down l
13. unstack k e
14. put-down k
15. unstack c k
16. put-down c
17. pick-up e
18. put-down e
19. pick-up c
20. stack c j
21. pick-up e
22. stack e h
23. pick-up i
24. stack i a",False,
BW_120_W6,blocksworld,W6,openai/gpt-4o,"1. pick-up g
2. put-down g
3. pick-up j
4. stack j f
5. pick-up g
6. stack g j
7. pick-up f
8. stack f c",False,
BW_227_W6,blocksworld,W6,openai/gpt-4o,"1. unstack a f  
2. put-down a  
3. unstack g j  
4. put-down g  
5. pick-up i  
6. stack i g  
7. pick-up k  
8. unstack k c  
9. stack k f  
10. pick-up l  
11. stack l c  
12. pick-up a  
13. put-down a",False,
BW_137_W6,blocksworld,W6,openai/gpt-4o,"1. unstack h e
2. put-down h
3. unstack e b
4. put-down e
5. unstack b c
6. put-down b
7. pick-up l
8. put-down l
9. unstack c l
10. put-down c
11. unstack j g
12. put-down j
13. unstack g a
14. stack g j
15. unstack a i
16. stack a i
17. pick-up d
18. stack d l
19. pick-up b
20. stack b g",False,
BW_172_W6,blocksworld,W6,openai/gpt-4o,"1. unstack i j
2. put-down i
3. unstack j e
4. put-down j
5. unstack a k
6. put-down a
7. pick-up e
8. stack e i
9. pick-up g
10. stack g e
11. unstack d l
12. put-down d
13. pick-up f
14. stack f b
15. pick-up k
16. stack k h
17. pick-up a
18. stack a k
19. pick-up b
20. stack b d",False,
BW_467_W6,blocksworld,W6,openai/gpt-4o,"1. Unstack j a
2. Put-down j
3. Unstack a i
4. Put-down a
5. Unstack l f
6. Put-down l
7. Unstack i g
8. Stack i h
9. Pick-up a
10. Stack a i",False,
BW_E100_W6,blocksworld,W6,openai/gpt-4o,"1. unstack b a
2. put-down b
3. pick-up c
4. stack c b",True,
BW_E015_W6,blocksworld,W6,openai/gpt-4o,"1. unstack c b
2. unstack b a
3. put-down b
4. stack c a
5. pick-up b
6. stack b c",False,
BW_E017_W6,blocksworld,W6,openai/gpt-4o,"1. unstack b c
2. put-down b
3. unstack c a
4. put-down c",True,
BW_E019_W6,blocksworld,W6,openai/gpt-4o,"1. unstack c b
2. put-down c
3. pick-up b
4. stack b c
5. pick-up c
6. stack c a",False,
BW_E002_W6,blocksworld,W6,openai/gpt-4o,"1. unstack b a
2. put-down b",True,
BW_E100,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. pick-up b
2. pick-up c
3. put-down c
4. stack c a
5. stack b c",False,
BW_E100,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. unstack(c,a)
2. put-down(c)
3. pick-up(b)
4. stack(b,c)",False,
BW_E015,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. unstack c b
2. put-down c
3. pick-up a
4. stack a b",True,
BW_E015,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. unstack c b
2. put-down c
3. pick-up a
4. stack a b",True,
BW_E017,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a",True,
BW_E017,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. pick-up(b)
2. put-down(b)
3. pick-up(a)
4. stack(a,b)
5. pick-up(c)
6. stack(c,a)",False,
BW_E019,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. unstack a b
2. pick-up c
3. put-down c
4. stack a c
5. pick-up b
6. stack b a",False,
BW_E019,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. unstack(a,b)
2. put-down(a)
3. pick-up(c)
4. stack(c,b)
5. pick-up(a)
6. stack(a,c)",False,
BW_E002,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. pick-up a
2. pick-up c
3. put-down c
4. pick-up a
5. stack a c
6. pick-up b
7. stack b a",False,
BW_E002,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. pick-up(a)
2. put-down(a)
3. pick-up(c)
4. put-down(c)
5. pick-up(a)
6. stack(a,c)
7. pick-up(b)
8. stack(b,a)",False,
BW_E100,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Clara
2. place Clara under Aaron
3. release Clara
4. select Brian
5. place Brian under Clara
6. release Brian",False,
BW_E015,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Clara
2. place Clara under Brian
3. select Aaron
4. place Aaron under Brian",False,
BW_E017,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Brian
2. release Brian
3. select Aaron
4. place Aaron under Brian
5. select Clara
6. place Clara under Aaron",False,
BW_E019,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. remove Aaron from Brian
2. select Aaron
3. place Aaron under Clara
4. select Brian
5. place Brian under Aaron",False,
BW_E002,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Aaron
2. select Brian
3. release Brian
4. select Clara
5. release Clara
6. select Brian
7. place Brian under Aaron
8. release Aaron
9. select Aaron
10. place Aaron under Clara",False,
BW_E100,blocksworld,W2,openai/gpt-4o,"1. unstack c a
2. put-down c
3. pick-up b
4. stack b c",False,
BW_E100,blocksworld,W3,openai/gpt-4o,"1. select Brian
2. place Brian under Clara",False,
BW_E100,blocksworld,W4,openai/gpt-4o,"1. unstack c a  
2. put-down c  
3. pick-up b  
4. stack b c  
5. pick-up c  
6. stack c a  ",False,
BW_E015,blocksworld,W2,openai/gpt-4o,"1. pick-up c
2. put-down c
3. pick-up a
4. stack a b",False,
BW_E015,blocksworld,W3,openai/gpt-4o,"1. select Clara
2. remove Clara from Brian
3. release Clara
4. select Brian
5. remove Brian from Clara
6. release Brian
7. select Aaron
8. place Aaron under Brian",False,
BW_E015,blocksworld,W4,openai/gpt-4o,"1. pick-up a
2. stack a c
3. unstack c b
4. put-down c
5. pick-up a
6. stack a b",False,
BW_E017,blocksworld,W2,openai/gpt-4o,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a",True,
BW_E017,blocksworld,W3,openai/gpt-4o,"1. Select Clara
2. Place Clara under Aaron
3. Select Aaron
4. Place Aaron under Brian",False,
BW_E017,blocksworld,W4,openai/gpt-4o,"1. pick-up a  
2. stack a b  
3. pick-up c  
4. stack c a  ",True,
BW_E019,blocksworld,W2,openai/gpt-4o,"1. unstack a b
2. put-down a
3. pick-up c
4. stack c b
5. pick-up a
6. stack a c
7. pick-up b
8. stack b a",False,
BW_E019,blocksworld,W3,openai/gpt-4o,"1. select Aaron
2. remove Aaron from Brian
3. place Aaron under Clara
4. select Brian
5. place Brian under Aaron",False,
BW_E019,blocksworld,W4,openai/gpt-4o,"1. unstack a b
2. put-down a
3. pick-up b
4. put-down b
5. pick-up a
6. stack a c
7. pick-up b
8. stack b a",False,
BW_E002,blocksworld,W2,openai/gpt-4o,"1. pick-up a
2. stack a c
3. pick-up b
4. stack b a",True,
BW_E002,blocksworld,W3,openai/gpt-4o,"1. Select Brian
2. Place Brian under Aaron
3. Select Aaron
4. Place Aaron under Clara",False,
BW_E002,blocksworld,W4,openai/gpt-4o,"1. pick-up a
2. stack a c
3. pick-up b
4. stack b a",True,
BW_E100,blocksworld,canonical,meta-llama/llama-3.1-8b-instruct,"This is a definition of a planning problem in the Blocksworld domain, specifically a variant of the 3-block problem.

Here's a breakdown of the different components:

1. `(:domain blocksworld-4ops)`: This specifies the domain of the problem, which is the Blocksworld domain with 4 operations (`move`, `pick-up`, `put-down`, and `clear`).
2. `(:objects a b c)`: This specifies the objects involved in the problem, which are three blocks named `a`, `b`, and `c`.
3. `(:init ...)` : This specifies the initial state of the world.
	* `(handempty)`: The agent's hand is empty.
	* `(ontable a)`, `(ontable b)`, and `(ontable c)`: Blocks `a`, `b`, and `c` are on the table.
	* `(on c a)`: Block `c` is on top of block `a`.
	* `(clear b)`, and `(clear c)`: Blocks `b` and `c` are clear, meaning they are not stacked on top of each other.
4. `(:goal ...)` : This specifies the goal state of the world.
	* The goal is to have blocks `b` and `c` stacked on top of each other, with `c` on top of `b`, and both blocks stacked on top of `a`.

The goal is written using logical connectives (`and`) to express the requirement that both conditions must be met.",False,
BW_E100,blocksworld,W2,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. pick-up b
3. pick-up c
4. stack c a
5. stack c b 
6. unstack b c
7. stack b a 
8. put-down c",False,
BW_E100,blocksworld,W3,meta-llama/llama-3.1-8b-instruct,"1. select Brian
2. place Brian under Clara
3. select Clara
4. place Clara under Aaron",False,
BW_E100,blocksworld,W4,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack a b
3. pick-up b
4. stack b c
5. unstack c b
6. unstack a c
7. stack a b
8. put-down b
9. stack b c
10. unstack c b
11. unstack a b
12. stack a c",False,
BW_E100,blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. pick-up c
2. unstack b c
3. put-down b
4. pick-up b
5. unstack c b
6. put-down c
7. stack b a
8. put-down b",False,
BW_E015,blocksworld,canonical,meta-llama/llama-3.1-8b-instruct,"It appears you've provided a definition for a problem in the planning domain of Blocksworld with 4 operators. I'll break down the key elements of this definition:

### Problem Definition

The problem is defined with the label `BW-rand-3`. This is a naming convention, allowing you to identify the problem uniquely.

### Domain

The domain used here is `blocksworld-4ops`. This specifies the set of operators and fluents (facts) that can be used within the problem. The ""4ops"" suggests that this domain is an extension or variation of the standard Blocksworld domain, which typically involves four basic actions: `pick-up`, `put-down`, `clear`, and `on`.

### Objects

Three objects are defined: `a`, `b`, and `c`. These objects are likely blocks within the Blocksworld scenario.

### Initial State

The initial state is defined by the `(:init...)` section. Key fluents in the initial state are:
- `handempty`: This is the initial state of the robot's hand, indicating that it's empty.
- `ontable a` and `ontable b`: These blocks are initially on the table.
- `on c b`: Block `c` is initially on top of block `b`.
- `clear a` and `clear c`: Blocks `a` and `c` are initially clear (i.e., not held by the robot or on top of any other block).

### Goal State

The goal state is specified within the `(:goal...)` section. The goal is to have block `a` on top of block `b`, expressed as `(on a b)`. This is the final state the planner should aim to achieve through a sequence of actions from the initial state.",False,
BW_E015,blocksworld,W2,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack a b
3. unstack a b",False,
BW_E015,blocksworld,W3,meta-llama/llama-3.1-8b-instruct,"1. select Aaron
2. place Aaron under Brian
3. remove Aaron from Brian",False,
BW_E015,blocksworld,W4,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack a b
3. put-down a
4. pick-up a
5. put-down a
6. pick-up a
7. stack a b
8. pick-up b
9. stack b a
10. put-down a
11. stack a b
12. unstack b a
13. put-down b
14. pick-up b
15. put-down b
16. pick-up c
17. unstack a b
18. put-down a
19. pick-up a
20. stack a b
21. pick-up b
22. stack b a
23. put-down b
24. pick-up b
25. put-down a
26. put-down b
27. pick-up c
28. unstack b a
29. stack a b
30. put-down a
31. stack a b
32. unstack b a
33. put-down a
34. pick-up a
35. put-down a
36. pick-up a
37. stack a b
38. pick-up b
39. unstack a b
40. stack a b
41. put-down b
42. unstack a b
43. put-down a
44. pick-up a
45. stack a b
46. put-down a
47. pick-up c
48. unstack a b
49. stack a b
50. pick-up a
51. put-down c
52. pick-up c
53. stack c b
54. pick-up b
55. stack b a
56. put-down b
57. pick-up b
58. put-down a
59. stack a b
60. pick-up b
61. stack b a
62. put-down b
63. pick-up b
64. stack b a
65. pick-up a
66. stack a b
67. put-down a
68. pick-up a
69. put-down a
70. pick-up b
71. stack b a
72. unstack b a
73. put-down b
74. pick-up a
75. unstack a b
76. put-down a
77. pick-up c
78. stack c a
79. unstack c a
80. put-down c
81. pick-up a
82. stack a b
83. pick-up b
84. stack b a
85. put-down a
86. unstack b a
87. stack a b
88. pick-up b
89. put-down b
90. pick-up b
91. stack b a
92. put-down b
93. pick-up b
94. stack b a
95. put-down b
96. stack a b
97. pick-up a
98. put-down c
99. stack a b
100. pick-up b
101. pick-up a
102. put-down b
103. put-down a
104. pick-up c
105. unstack c b
106. put-down c
107. pick-up b
108. stack b a
109. put-down b
110. pick-up a
111. unstack a b
112. stack a b
113. put-down a
114. pick-up a
115. stack a b
116. put-down a
117. pick-up a
118. put-down c
119. pick-up a
120. stack a b",False,
BW_E015,blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. pick-up b
2. unstack a b
3. pick-up c
4. unstack a b
5. put-down c 
6. pick-up a 
7. unstack c b
8. put-down a",False,
BW_E017,blocksworld,canonical,meta-llama/llama-3.1-8b-instruct,"A simple block world problem definition in Planning Domain Definition Language (PDDL).

Let's break it down:

**Problem Definition**

* `BW-rand-3` is the name of the problem.
* The `:domain` keyword specifies the planning domain, which is `blocksworld-4ops` in this case.
* The `:objects` keyword lists the objects in the domain: `a`, `b`, and `c`.

**Initial State**

* The `:init` keyword defines the initial state of the world.
* `handempty` indicates that the hand is initially empty.
* The objects `a`, `b`, and `c` are all on the table.
* Each object is initially cleared (i.e., not on top of another object).

**Goal State**

* The `:goal` keyword defines the desired goal state of the world.
* The goal is to achieve two things:
	+ `on a b`: Object `a` should be on top of object `b`.
	+ `on c a`: Object `c` should be on top of object `a`.

In other words, the goal is to stack objects `a` and `c` on top of each other, with `b` at the bottom.",False,
BW_E017,blocksworld,W2,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a
5. put-down c",False,
BW_E017,blocksworld,W3,meta-llama/llama-3.1-8b-instruct,"1. select Aaron
2. place Aaron under Brian
3. select Clara
4. place Clara under Aaron",False,
BW_E017,blocksworld,W4,meta-llama/llama-3.1-8b-instruct,"Here is the plan π:

1. pick-up(a)
2. pick-up(b)
3. stack(b, a)
4. pick-up(c)
5. stack(c, a)
6. unstack(c, a)
7. put-down(a)
8. put-down(c)",False,
BW_E017,blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. unstack c a
3. pick-up b
4. unstack a
5. put-down a
6. unstack b
7. put-down b
8. unstack c
9. put-down c",False,
BW_E019,blocksworld,canonical,meta-llama/llama-3.1-8b-instruct,"It looks like you've defined a problem in the planning domain of Blocksworld-4ops. Here's a breakdown of the problem:

**Problem Definition:**

* The problem is named `BW-rand-3`.
* The domain is `blocksworld-4ops`, which suggests that the problem involves moving blocks around using four available operations.

**Objects:**

* There are three objects in the problem:
	+ `a`
	+ `b`
	+ `c`

**Initial State:**

* The initial state is defined by the following facts:
	+ The hand is empty (`(handempty)`).
	+ Block `a` is on top of block `b` (`(on a b)`).
	+ Both blocks `b` and `c` are on the table (`(ontable b)` and `(ontable c)`).
	+ Both blocks `a` and `c` are clear (`(clear a)` and `(clear c)`).

**Goal:**

* The goal state is defined by the following facts:
	+ Block `a` is on top of block `c` (`(on a c)`).
	+ Block `b` is on top of block `a` (`(on b a)`).

This problem appears to be a variant of the classic Blocksworld problem, where the goal is to stack blocks on top of each other. The problem requires the planning agent to use four available operations ( likely `pickup`, `putdown`, `stack`, and `unstack`) to transform the initial state into the goal state.",False,
BW_E019,blocksworld,W2,meta-llama/llama-3.1-8b-instruct,"1. pick-up b
2. stack b a
3. pick-up c
4. unstack b a
5. stack b a
6. pick-up a
7. stack a c
8. pick-up b
9. stack b a
10. put-down a
11. unstack b a",False,
BW_E019,blocksworld,W3,meta-llama/llama-3.1-8b-instruct,"1. select Aaron
2. place Aaron under Clara
3. select Brian
4. place Brian under Aaron",False,
BW_E019,blocksworld,W4,meta-llama/llama-3.1-8b-instruct,"1. pick-up b
2. stack b c
3. unstack b a
4. stack b a
5. pick-up a
6. put-down a",False,
BW_E019,blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. pick-up c
2. stack c b
3. pick-up a
4. unstack b a
5. put-down a
6. put-down b",False,
BW_E002,blocksworld,canonical,meta-llama/llama-3.1-8b-instruct,"A PDDL (Planning Domain Definition Language) problem definition!

Let me break down the components of this problem definition:

**Domain definition**

The domain is specified as `blocksworld-4ops`. This suggests that the problem is a classic Blocksworld problem, which involves planning to move blocks on a table to achieve a certain goal. The `-4ops` part indicates that this problem uses a specific set of four operators (actions) to manipulate the blocks.

**Problem objects**

The problem involves three objects: `a`, `b`, and `c`. These objects are likely blocks in the Blocksworld problem.

**Initial state**

The initial state is defined by the following facts:

* `(handempty)`: The robot (or agent) has an empty hand.
* `(ontable a)`, `(ontable b)`, `(ontable c)`: Blocks `a`, `b`, and `c` are all on the table.
* `(clear a)`, `(clear b)`, `(clear c)`: All blocks are clear (i.e., not stacked on top of each other).

**Goal state**

The goal state is defined by the following conditions:

* `(on a c)`: Block `a` is on top of block `c`.
* `(on b a)`: Block `b` is on top of block `a`.

In summary, the problem is to plan a sequence of actions to move blocks `a` and `b` on top of each other, with `a` on top of `c`. The agent starts with an empty hand and all blocks on the table.",False,
BW_E002,blocksworld,W2,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack a c
3. pick-up b
4. stack b a",True,
BW_E002,blocksworld,W3,meta-llama/llama-3.1-8b-instruct,"1. select Aaron
2. place Aaron under Clara
3. select Brian
4. place Brian under Aaron",False,
BW_E002,blocksworld,W4,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. pick-up b
3. stack b a
4. stack a c
5. put-down a
6. put-down b",False,
BW_E002,blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. pick-up c
2. unstack c a
3. put-down a
4. unstack a b
5. put-down b
6. put-down c",False,
BW_155_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up f
2. stack f h
3. pick-up h
4. unstack h e
5. put-down h
6. pick-up e
7. stack i e
8. stack j i",False,
BW_010_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. put-down a
3. stack a d
4. pick-up f
5. put-down f
6. stack d f
7. unstack f d
8. unstack a d
9. pick-up d
10. stack d e
11. pick-up b
12. stack b e",False,
BW_001_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up d
2. unstack f d
3. stack f d
4. unstack g l
5. stack g l
6. unstack h j
7. stack h j
8. stack h l
9. pick-up l
10. unstack h l
11. put-down h
12. unstack g i
13. stack g i
14. put-down i
15. put-down g
16. put-down f
17. pick-up b
18. pick-up j
19. unstack j g
20. stack j g
21. pick-up i
22. unstack i g
23. put-down i
24. put-down g
25. put-down j
26. put-down b",False,
BW_011_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack a i
3. put-down a
4. pick-up c
5. unstack c j
6. stack c j
7. pick-up e
8. unstack e k
9. stack e h
10. pick-up g
11. put-down g
12. pick-up i
13. unstack i a
14. stack i a
15. pick-up l
16. unstack l b
17. stack l b
18. put-down l
19. put-down b
20. put-down c
21. put-down h
22. put-down i
23. put-down j
24. put-down k",False,
BW_120_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up c
2. stack c f
3. pick-up g
4. stack g j
5. stack j f",False,
BW_227_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. unstack a f
2. stack a i
3. pick-up f
4. unstack g j
5. put-down f
6. pick-up j
7. unstack k c
8. stack k f
9. pick-up c
10. stack c i
11. put-down k",False,
BW_137_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up l
2. put-down l
3. pick-up d
4. stack l d
5. unstack d l
6. unstack f i
7. pick-up i
8. put-down f
9. stack i f
10. unstack f i
11. unstack l d
12. unstack c l
13. stack l c
14. pick-up c
15. stack l c
16. stack c l
17. unstack l c
18. unstack c l
19. put-down c
20. stack c l
21. stack l c
22. pick-up l
23. put-down l
24. pick-up c
25. stack l c",False,
BW_172_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up f
2. stack f g
3. pick-up h
4. stack h k
5. pick-up k
6. stack k h
7. pick-up e
8. stack e j
9. pick-up j
10. stack j i
11. pick-up i
12. stack i e
13. pick-up b
14. put-down b
15. pick-up d
16. put-down d
17. pick-up l
18. stack l d
19. pick-up d
20. stack d b
21. pick-up a
22. stack a k",False,
BW_467_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up h
2. stack h i
3. unstack a i
4. put-down a
5. unstack j a
6. put-down j
7. pick-up f
8. put-down f
9. pick-up g
10. stack g l",False,
BW_E100_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack b a
3. unstack b a
4. pick-up b
5. stack c b",False,
BW_E015_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. pick-up b
3. unstack b a
4. put-down b
5. stack c b
6. pick-up b
7. put-down b
8. stack a c
9. pick-up a
10. stack b a",False,
BW_E017_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack b c
3. unstack b a
4. unstack c a
5. put-down b
6. put-down c",False,
BW_E019_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up b
2. stack b c
3. stack a b",False,
BW_E002_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up a
2. stack b a
3. put-down b
4. pick-up a
5. unstack b a
6. put-down a
7. pick-up c",False,
BW_080_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack c i
2. put-down c
3. pick-up e
4. stack e c
5. unstack f j
6. put-down f
7. unstack j l
8. put-down j
9. pick-up c
10. stack c i",False,
BW_080_W6,blocksworld,W6,openai/gpt-4o,"1. unstack c i  
2. put-down c  
3. pick-up e  
4. stack e c  
5. unstack f j  
6. put-down f  
7. unstack j l  
8. put-down j",False,
BW_080_W6,blocksworld,W6,meta-llama/llama-3.1-8b-instruct,"1. pick-up c
2. stack e c
3. unstack c i
4. put-down c
5. pick-up e
6. put-down e
7. pick-up f
8. put-down f
9. pick-up i
10. put-down i
11. pick-up j
12. put-down j",False,
MBW_001,mystery_blocksworld,W5,anthropic/claude-3.7-sonnet,"1. feast j f
2. feast f i
3. feast i g
4. feast g d
5. feast d b
6. feast b h
7. feast h l",False,
MBW_001,mystery_blocksworld,W5,openai/gpt-4o,"1. feast j f
2. feast f i
3. feast i g
4. feast g d
5. feast d b
6. feast b h
7. feast h l",False,
MBW_001,mystery_blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. attack j
2. attack f
3. attack i
4. attack g
5. attack d
6. attack b
7. attack h
8. attack l
9. succumb j
10. succumb f
11. succumb i
12. succumb g
13. succumb d
14. succumb b
15. succumb h
16. succumb l
17. overcome j f
18. overcome f i
19. overcome i g
20. overcome g d
21. overcome d b
22. overcome b h
23. overcome h l
24. feast j f
25. feast f i
26. feast i g
27. feast g d
28. feast d b
29. feast b h
30. feast h l",False,
MBW_10,mystery_blocksworld,W5,anthropic/claude-3.7-sonnet,"1. feast d e
2. feast e a
3. feast a b
4. feast b f",False,
MBW_10,mystery_blocksworld,W5,openai/gpt-4o,"1. feast d e
2. feast e a
3. feast a b
4. feast b f",False,
MBW_10,mystery_blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. attack e
2. attack a
3. attack b
4. attack f
5. succumb e
6. succumb a
7. succumb b
8. succumb f
9. overcome e a
10. overcome a b
11. overcome b f
12. feast d e
13. feast e a
14. feast a b
15. feast b f",False,
MBW_100,mystery_blocksworld,W5,anthropic/claude-3.7-sonnet,"1. feast b j
2. feast j l
3. feast l i",False,
MBW_100,mystery_blocksworld,W5,openai/gpt-4o,"1. feast b j
2. feast j l
3. feast l i",False,
MBW_100,mystery_blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. attack b
2. attack j
3. attack l
4. attack i
5. succumb b
6. succumb j
7. succumb l
8. succumb i
9. overcome b j
10. overcome j l
11. overcome l i
12. feast b j
13. feast j l
14. feast l i",False,
MBW_127,mystery_blocksworld,W5,anthropic/claude-3.7-sonnet,"1. feast k g
2. feast g j
3. feast j e
4. feast e b",False,
MBW_127,mystery_blocksworld,W5,openai/gpt-4o,"1. feast k g
2. feast g j
3. feast j e
4. feast e b",False,
MBW_127,mystery_blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. attack k
2. attack g
3. attack j
4. attack e
5. attack b
6. succumb k
7. succumb g
8. succumb j
9. succumb e
10. succumb b
11. overcome k g
12. overcome g j
13. overcome j e
14. overcome e b
15. feast k g
16. feast g j
17. feast j e
18. feast e b",False,
MBW_185,mystery_blocksworld,W5,anthropic/claude-3.7-sonnet,"1. feast j d
2. feast d g
3. feast g i
4. feast i c
5. feast c h
6. feast h a
7. feast a b
8. feast b e
9. feast e l",False,
MBW_185,mystery_blocksworld,W5,openai/gpt-4o,"1. feast j d
2. feast d g
3. feast g i
4. feast i c
5. feast c h
6. feast h a
7. feast a b
8. feast b e
9. feast e l",False,
MBW_185,mystery_blocksworld,W5,meta-llama/llama-3.1-8b-instruct,"1. attack j
2. attack d
3. attack g
4. attack i
5. attack c
6. attack h
7. attack a
8. attack b
9. attack e
10. attack l
11. succumb j
12. succumb d
13. succumb g
14. succumb i
15. succumb c
16. succumb h
17. succumb a
18. succumb b
19. succumb e
20. succumb l
21. overcome j d
22. overcome d g
23. overcome g i
24. overcome i c
25. overcome c h
26. overcome h a
27. overcome a b
28. overcome b e
29. overcome e l
30. feast j d
31. feast d g
32. feast g i
33. feast i c
34. feast c h
35. feast h a
36. feast a b
37. feast b e
38. feast e l",False,
BW_001,blocksworld,W1,anthropic/claude-3.7-sonnet,"1. pick-up j
2. pick-up f
3. pick-up i
4. pick-up g
5. pick-up d
6. pick-up b
7. pick-up h
8. pick-up l
9. put-down l
10. pick-up h
11. stack h l
12. pick-up b
13. stack b h
14. pick-up d
15. stack d b
16. pick-up g
17. stack g d
18. pick-up i
19. stack i g
20. pick-up f
21. stack f i
22. pick-up j
23. stack j f",False,
BW_001,blocksworld,W1,openai/gpt-4o,"1. pick-up j  
2. stack j f  
3. pick-up f  
4. stack f i  
5. pick-up i  
6. stack i g  
7. pick-up g  
8. stack g d  
9. pick-up d  
10. stack d b  
11. pick-up b  
12. stack b h  
13. pick-up h  
14. stack h l",False,
BW_001,blocksworld,W1,meta-llama/llama-3.1-8b-instruct,"1. pick-up j
2. stack j f
3. pick-up f
4. stack f i
5. pick-up i
6. stack i g
7. pick-up g
8. stack g d
9. pick-up d
10. stack d b
11. pick-up b
12. stack b h
13. pick-up h
14. stack h l
15. put-down j",False,
BW_010,blocksworld,W1,anthropic/claude-3.7-sonnet,"1. pick-up d
2. pick-up e
3. pick-up a
4. pick-up b
5. pick-up f
6. put-down f
7. pick-up b
8. stack b f
9. pick-up a
10. stack a b
11. pick-up e
12. stack e a
13. pick-up d
14. stack d e",False,
BW_010,blocksworld,W1,openai/gpt-4o,"1. pick-up d  
2. stack d e  
3. pick-up e  
4. stack e a  
5. pick-up a  
6. stack a b  
7. pick-up b  
8. stack b f",False,
BW_010,blocksworld,W1,meta-llama/llama-3.1-8b-instruct,"1. pick-up d
2. stack d e
3. pick-up e
4. stack e a
5. pick-up a
6. stack a b
7. pick-up b
8. stack b f",False,
BW_011,blocksworld,W1,anthropic/claude-3.7-sonnet,"1. pick-up c
2. pick-up k
3. pick-up g
4. pick-up a
5. pick-up l
6. pick-up j
7. pick-up e
8. pick-up h
9. pick-up i
10. pick-up b
11. put-down b
12. pick-up i
13. stack i b
14. pick-up h
15. stack h i
16. pick-up e
17. stack e h
18. pick-up j
19. stack j e
20. pick-up l
21. stack l j
22. pick-up a
23. stack a l
24. pick-up g
25. stack g a
26. pick-up k
27. stack k g
28. pick-up c
29. stack c k",False,
