family,model,variant,problem_id,error_class,canonical_gold,variant_gold,response_normalized,clone_family,rescored_correct,chance_i
BW,Llama,W6,BW_467,OTHER_ERROR,"pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i","pick-up f
stack f e
pick-up a
stack a f
pick-up c
stack c a
pick-up h
stack h c
pick-up b
stack b h
pick-up g
stack g b
pick-up d
stack d g",pick-up e | stack e f | unstack e f | pick-up f | stack c a | stack a f | pick-up a | put-down a | unstack g b | stack g c | stack h c | unstack b h | stack b h | stack d g | pick-up b | unstack h c | stack h a | unstack a f | put-down f,SINGLETON_BW_467,False,0.0
BW,Llama,W6,BW_E002,OTHER_ERROR,"pick-up a 
stack a c 
pick-up b 
stack b a","pick-up c
stack c d
pick-up b
stack b c
pick-up a
stack a b",pick-up a | stack a b | pick-up b | stack b c | pick-up c | stack c d | put-down a | pick-up d,SINGLETON_BW_E002,False,0.0
BW,Llama,W6,BW_E100,OTHER_ERROR,"pick-up b
stack b c","pick-up c
stack c b
pick-up a
stack a c
pick-up d
stack d a",pick-up a | stack a c | pick-up b | stack c b | pick-up d | stack a d | unstack c b | put-down c,SINGLETON_BW_E100,False,0.0
BW,Llama,W6,BW_496,OTHER_ERROR,"pick-up f
stack f i
pick-up c
stack c f
pick-up d
stack d c
pick-up k
stack k d
pick-up g
stack g k
pick-up e
stack e g
pick-up a
stack a e
pick-up l
stack l a
pick-up h
stack h l
pick-up j
stack j h","pick-up g
stack g h
pick-up d
stack d g
pick-up b
stack b d
pick-up a
stack a b
pick-up f
stack f a
pick-up c
stack c f
pick-up j
stack j c
pick-up k
stack k j
pick-up i
stack i k
pick-up e
stack e i",pick-up a | pick-up b | stack a b | pick-up c | pick-up f | stack c f | pick-up d | stack b d | pick-up g | stack d g | pick-up h | put-down h | pick-up i | pick-up k | stack e i | stack k i | put-down i | unstack c f | pick-up f | stack c f | pick-up g | stack f a | pick-up e | pick-up i | stack e i | unstack k i | put-down i | pick-up k | pick-up j | unstack j c | unstack f a | pick-up a | unstack b d | pick-up d | pick-up g | unstack g h | pick-up h | stack h g,SINGLETON_BW_496,False,0.0
BW,Llama,W6,BW_498,OTHER_ERROR,"pick-up a
stack a g
pick-up l
stack l a
pick-up d
stack d l
pick-up f
stack f d
pick-up b
stack b f
pick-up c
stack c b
pick-up e
stack e c
pick-up j
stack j e
pick-up k
stack k j","pick-up g
stack g c
pick-up i
stack i g
pick-up d
stack d i
pick-up e
stack e d
pick-up h
stack h e
pick-up a
stack a h
pick-up f
stack f a
pick-up b
stack b f
pick-up j
stack j b",pick-up c | stack c g | pick-up i | stack i c | pick-up g | stack g i | pick-up e | stack e g | pick-up h | stack h e | pick-up d | stack d h | pick-up a | stack a d | pick-up f | stack f a | pick-up b | stack b f | pick-up j | stack j b,SINGLETON_BW_498,False,0.0
BW,Llama,W6,BW_499,OTHER_ERROR,"pick-up e
stack e l
pick-up c
stack c e
pick-up a
stack a c
pick-up j
stack j a","pick-up b
stack b e
pick-up a
stack a b
pick-up d
stack d a
pick-up c
stack c d",pick-up a | stack a b | pick-up b | stack b e | pick-up d | stack d c | pick-up c | stack c a | put-down e,SINGLETON_BW_499,False,0.0
BW,Llama,W6,BW_500,OTHER_ERROR,"pick-up b
stack b l
pick-up c
stack c b
pick-up g
stack g c
pick-up a
stack a g
pick-up d
stack d a
pick-up k
stack k d
pick-up e
stack e k","pick-up h
stack h d
pick-up c
stack c h
pick-up e
stack e c
pick-up g
stack g e
pick-up b
stack b g
pick-up f
stack f b
pick-up a
stack a f",pick-up a | unstack a f | put-down a | pick-up f | unstack f b | put-down f | pick-up b | unstack b g | put-down b | pick-up g | unstack g e | put-down g | pick-up e | unstack e c | put-down e | pick-up c | unstack c h | put-down c | pick-up h | unstack h d | put-down h | pick-up d,SINGLETON_BW_500,False,0.0
BW,Llama,W6,BW_501,OTHER_ERROR,"pick-up j
stack j d
pick-up g
stack g j
pick-up e
stack e g
pick-up a
stack a e
pick-up k
stack k a
pick-up i
stack i k
pick-up c
stack c i","pick-up g
stack g d
pick-up a
stack a g
pick-up e
stack e a
pick-up f
stack f e
pick-up c
stack c f
pick-up h
stack h c
pick-up b
stack b h",pick-up d | pick-up g | stack g d | stack a g | stack e a | stack f e | unstack f e | stack f a | stack g f | unstack g f | pick-up a | stack a g | stack e a | stack f e | stack b h | pick-up c | stack h c | unstack h c | stack b c | pick-up b | stack b c,SINGLETON_BW_501,False,0.0
BW,Llama,W6,BW_502,OTHER_ERROR,"pick-up i
stack i e
pick-up h
stack h i
pick-up d
stack d h","pick-up a
stack a c
pick-up d
stack d a
pick-up b
stack b d",pick-up c | stack c a | pick-up a | unstack a c | stack a b | unstack b d | stack d a | put-down d | pick-up d | stack d c,SINGLETON_BW_502,False,0.0
BW,Llama,W6,BW_503,OTHER_ERROR,"pick-up i
stack i l
pick-up e
stack e i
pick-up b
stack b e
pick-up j
stack j b
pick-up k
stack k j
pick-up h
stack h k
pick-up d
stack d h
pick-up c
stack c d
pick-up a
stack a c
pick-up g
stack g a
pick-up f
stack f g","pick-up k
stack k e
pick-up c
stack c k
pick-up f
stack f c
pick-up a
stack a f
pick-up l
stack l a
pick-up b
stack b l
pick-up g
stack g b
pick-up d
stack d g
pick-up j
stack j d
pick-up i
stack i j
pick-up h
stack h i",pick-up e | stack e k | unstack e k | pick-up k | stack k c | unstack c k | pick-up c | stack c f | unstack f c | pick-up f | stack f a | unstack a f | pick-up a | stack a f | unstack f a | pick-up a | put-down a | pick-up f | stack f c | unstack c f | pick-up c | stack c k | unstack k c | pick-up k | stack k e | unstack e k | pick-up e | stack e l | unstack l e | pick-up l | stack l b | unstack b l | pick-up b | stack b l | unstack l b | pick-up l | put-down l | pick-up a | stack a f | unstack f a | pick-up f | stack f c | unstack c f | pick-up c | stack c k | unstack k c | pick-up k | stack k e | unstack e k | pick-up e | stack e a | unstack a e | pick-up a | stack a f | unstack f a | pick-up f | stack f c | unstack c f | pick-up c | stack c k | unstack k c | pick-up k | stack k e | unstack e k | pick-up e | stack e b | unstack b e | pick-up b | stack b l | unstack l b | pick-up l | stack l a | unstack a l | pick-up a | stack a f | unstack f a | pick-up f | stack f c | unstack c f | pick-up c | stack c k | unstack k c | pick-up k | stack k e | unstack e k | pick-up e | stack e g | unstack g e | pick-up g | stack g d | unstack d g | pick-up d | stack d j | unstack j d | pick-up j | stack j i | unstack i j | pick-up i | stack i h | unstack h i,SINGLETON_BW_503,False,0.0
BW,Llama,W6,BW_504,OTHER_ERROR,"pick-up l
stack l b
pick-up e
stack e l
pick-up k
stack k e
pick-up f
stack f k
pick-up h
stack h f
pick-up a
stack a h","pick-up f
stack f c
pick-up g
stack g f
pick-up a
stack a g
pick-up e
stack e a
pick-up b
stack b e
pick-up d
stack d b",pick-up a | stack a g | pick-up g | unstack a g | put-down a | pick-up e | stack e g | pick-up g | unstack e g | put-down e | pick-up a | stack a e | pick-up e | unstack a e | put-down e | pick-up b | stack b e | pick-up e | unstack b e | put-down e | pick-up c | stack f c | pick-up f | put-down f,SINGLETON_BW_504,False,0.0
BW,Llama,W6,BW_505,OTHER_ERROR,"pick-up b
stack b h
pick-up g
stack g b
pick-up d
stack d g
pick-up c
stack c d","pick-up c
stack c d
pick-up b
stack b c
pick-up e
stack e b
pick-up a
stack a e",pick-up d | stack d e | stack b c | stack c d | unstack d e | stack a d | stack e b | unstack e b | put-down e | put-down b | put-down c | put-down a,SINGLETON_BW_505,False,0.0
BW,Llama,W6,BW_506,OTHER_ERROR,"pick-up b
stack b f
pick-up g
stack g b","pick-up c
stack c a
pick-up b
stack b c",pick-up c | stack c a | pick-up b | stack b c | pick-up a | stack a b,SINGLETON_BW_506,False,0.0
BW,Llama,W6,BW_507,OTHER_ERROR,"pick-up h
stack h e
pick-up j
stack j h","pick-up b
stack b c
pick-up a
stack a b",pick-up c | stack c a | stack a b | put-down c,SINGLETON_BW_507,False,0.0
BW,Llama,W6,BW_508,OTHER_ERROR,"pick-up b
stack b f
pick-up g
stack g b
pick-up c
stack c g
pick-up e
stack e c","pick-up c
stack c e
pick-up a
stack a c
pick-up d
stack d a
pick-up b
stack b d",pick-up a | stack a c | pick-up d | stack d a | pick-up e | stack e c | pick-up b | stack b d,SINGLETON_BW_508,False,0.0
BW,Llama,W6,BW_509,OTHER_ERROR,"pick-up j
stack j i
pick-up f
stack f j
pick-up d
stack d f
pick-up h
stack h d","pick-up e
stack e a
pick-up c
stack c e
pick-up d
stack d c
pick-up b
stack b d",pick-up a | stack b d | pick-up d | stack d c | pick-up c | stack e c | pick-up e | stack e a,SINGLETON_BW_509,False,0.0
BW,Llama,W6,BW_510,OTHER_ERROR,"pick-up h
stack h i
pick-up l
stack l h
pick-up c
stack c l
pick-up a
stack a c
pick-up j
stack j a
pick-up k
stack k j","pick-up a
stack a d
pick-up f
stack f a
pick-up c
stack c f
pick-up g
stack g c
pick-up e
stack e g
pick-up b
stack b e",pick-up a | stack a d | unstack a f | pick-up c | put-down c | pick-up f | stack f a | unstack a d | stack a f | pick-up g | stack g e | unstack g c | pick-up e | stack e b | unstack e g | stack e c | unstack e a | pick-up d | stack d b | unstack d c | unstack d e | pick-up a | put-down a | unstack d f | unstack f a | unstack e c | put-down c | put-down e | put-down b | put-down d | pick-up a | stack a d | pick-up c | stack c g | unstack c a | stack c f | pick-up f | stack f a | put-down f | pick-up e | stack e g | put-down e,SINGLETON_BW_510,False,0.0
BW,Llama,W6,BW_511,OTHER_ERROR,"pick-up l
stack l f
pick-up k
stack k l
pick-up i
stack i k","pick-up d
stack d a
pick-up c
stack c d
pick-up b
stack b c",pick-up a | stack a c | pick-up c | stack b c | pick-up b | stack a b | pick-up d | stack d a,SINGLETON_BW_511,False,0.0
BW,Llama,W6,BW_512,OTHER_ERROR,"pick-up i
stack i f
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up c
stack c j","pick-up b
stack b e
pick-up f
stack f b
pick-up a
stack a f
pick-up c
stack c a
pick-up d
stack d c",pick-up a | stack a f | pick-up c | stack c a | unstack d c | pick-up d | stack d c | pick-up e | put-down e | pick-up b | stack f b | put-down f,SINGLETON_BW_512,False,0.0
BW,Llama,W6,BW_513,OTHER_ERROR,"pick-up d
stack d l
pick-up a
stack a d
pick-up i
stack i a
pick-up f
stack f i
pick-up e
stack e f
pick-up c
stack c e","pick-up g
stack g d
pick-up a
stack a g
pick-up b
stack b a
pick-up c
stack c b
pick-up f
stack f c
pick-up e
stack e f",pick-up a | stack a g | pick-up b | stack b a | pick-up c | stack c b | pick-up d | put-down d | pick-up f | pick-up e | stack e f | stack f c | put-down a | unstack b a | unstack c b,SINGLETON_BW_513,False,0.0
BW,Llama,W6,BW_514,OTHER_ERROR,"pick-up e
stack e b
pick-up g
stack g e
pick-up a
stack a g
pick-up j
stack j a
pick-up c
stack c j","pick-up c
stack c b
pick-up e
stack e c
pick-up a
stack a e
pick-up f
stack f a
pick-up d
stack d f",pick-up b | pick-up c | stack c b | unstack a e | pick-up a | stack a e | stack d f | pick-up e | stack e c,SINGLETON_BW_514,False,0.0
BW,Llama,W6,BW_515,OTHER_ERROR,"pick-up d
stack d i
pick-up a
stack a d
pick-up k
stack k a
pick-up e
stack e k
pick-up g
stack g e","pick-up b
stack b f
pick-up e
stack e b
pick-up a
stack a e
pick-up c
stack c a
pick-up d
stack d c",pick-up c | stack c a | unstack c a | pick-up d | stack d c | pick-up e | stack e b | pick-up a | stack a e | unstack e b | put-down e | unstack d c | pick-up f | stack f a | put-down a,SINGLETON_BW_515,False,0.0
BW,Llama,W6,BW_E_001,OTHER_ERROR,"pick-up j
stack j b
pick-up f
stack f j
pick-up c
stack c f
pick-up i
stack i c
pick-up a
stack a i","pick-up f
stack f d
pick-up b
stack b f
pick-up e
stack e b
pick-up c
stack c e
pick-up a
stack a c",pick-up d | stack d e | pick-up e | unstack e f | stack e b | pick-up f | unstack f d | stack f d | pick-up a | stack a c | pick-up c | unstack c e | unstack e b | pick-up b | unstack b f | put-down a | put-down c | put-down b | put-down e | pick-up f,SINGLETON_BW_E_001,False,0.0
BW,Llama,W6,BW_E_002,OTHER_ERROR,"pick-up g
stack g i
pick-up b
stack b g
pick-up h
stack h b","pick-up a
stack a d
pick-up b
stack b a
pick-up c
stack c b",pick-up d | stack d a | pick-up a | stack a b | pick-up b | stack b c | pick-up c | unstack c b | pick-up b | unstack b a | put-down a | unstack a d | put-down d,SINGLETON_BW_E_002,False,0.0
BW,Llama,W6,BW_E_003,OTHER_ERROR,"pick-up d
stack d j
pick-up i
stack i d
pick-up c
stack c i
pick-up g
stack g c","pick-up d
stack d a
pick-up e
stack e d
pick-up c
stack c e
pick-up b
stack b c",pick-up c | stack c e | stack b c | stack c e | stack a c | stack e a | stack a d | pick-up a | stack a d | put-down a,SINGLETON_BW_E_003,False,0.0
BW,Llama,W6,BW_E_004,OTHER_ERROR,"pick-up g
stack g l
pick-up d
stack d g
pick-up e
stack e d
pick-up i
stack i e
pick-up k
stack k i
pick-up h
stack h k
pick-up a
stack a h","pick-up c
stack c h
pick-up a
stack a c
pick-up d
stack d a
pick-up e
stack e d
pick-up f
stack f e
pick-up g
stack g f
pick-up b
stack b g",pick-up a | stack a c | unstack a c | pick-up d | put-down d | stack d a | pick-up e | put-down e | stack e d | pick-up f | put-down f | stack f e | pick-up g | stack g f | unstack g f | pick-up b | put-down b | stack b g | pick-up h | stack h b | unstack h b | put-down h,SINGLETON_BW_E_004,False,0.0
BW,Llama,W6,BW_E_005,OTHER_ERROR,"pick-up e
stack e f
pick-up d
stack d e
pick-up l
stack l d
pick-up c
stack c l","pick-up d
stack d e
pick-up a
stack a d
pick-up c
stack c a
pick-up b
stack b c",pick-up d | stack d e | pick-up e | unstack d e | stack a d | pick-up a | stack a c | pick-up c | unstack a c | stack b c,SINGLETON_BW_E_005,False,0.0
BW,Llama,W6,MBW_496,OTHER_ERROR,"attack j
overcome j l
attack c
overcome c j
attack a
overcome a c
attack e
overcome e a
attack d
overcome d e
attack g
overcome g d
attack h
overcome h g
attack f
overcome f h
attack i
overcome i f","pick-up j
stack j a
pick-up i
stack i j
pick-up c
stack c i
pick-up d
stack d c
pick-up e
stack e d
pick-up g
stack g e
pick-up b
stack b g
pick-up h
stack h b
pick-up f
stack f h",pick-up a | stack a g | pick-up b | stack b g | pick-up c | stack c i | pick-up d | stack d c | pick-up e | stack e d | pick-up f | stack f h | pick-up g | unstack g b | stack b h | pick-up a | stack a b,SINGLETON_MBW_496,False,0.0
BW,Llama,W6,MBW_497,OTHER_ERROR,"attack e
overcome e j
attack h
overcome h e
attack i
overcome i h
attack l
overcome l i
attack d
overcome d l
attack c
overcome c d
attack f
overcome f c
attack a
overcome a f
attack k
overcome k a","pick-up i
stack i e
pick-up c
stack c i
pick-up a
stack a c
pick-up j
stack j a
pick-up d
stack d j
pick-up g
stack g d
pick-up f
stack f g
pick-up b
stack b f
pick-up h
stack h b",pick-up a | pick-up c | stack a c | put-down c | pick-up c | unstack a c | stack a i | put-down a | pick-up b | stack b f | pick-up f | unstack b f | stack b g | put-down b | pick-up f | stack f g | pick-up g | unstack f g | stack g d | put-down g | pick-up h | stack h b | pick-up d | unstack g d | stack c i | put-down c | pick-up i | unstack c i | stack i e | put-down i | pick-up j | unstack i e | unstack j a | stack j a | put-down j,SINGLETON_MBW_497,False,0.0
BW,Llama,W6,MBW_498,OTHER_ERROR,"attack j
overcome j f
attack i
overcome i j
attack b
overcome b i
attack k
overcome k b
attack c
overcome c k
attack h
overcome h c
attack a
overcome a h
attack g
overcome g a
attack d
overcome d g
attack e
overcome e d
attack l
overcome l e","pick-up c
stack c l
pick-up e
stack e c
pick-up j
stack j e
pick-up g
stack g j
pick-up i
stack i g
pick-up k
stack k i
pick-up h
stack h k
pick-up d
stack d h
pick-up f
stack f d
pick-up b
stack b f
pick-up a
stack a b",pick-up l | stack l f | pick-up f | unstack f l | pick-up b | stack b a | pick-up a | unstack a b | pick-up f | stack f b | pick-up c | stack c l | pick-up l | unstack l c | pick-up b | stack b f | pick-up e | stack e j | pick-up j | unstack j e | pick-up g | stack g i | pick-up i | unstack i g | pick-up k | stack k h | pick-up h | unstack h k | pick-up d | stack d h,SINGLETON_MBW_498,False,0.0
BW,Llama,W6,MBW_499,OTHER_ERROR,"attack a
overcome a h
attack d
overcome d a
attack j
overcome j d
attack f
overcome f j
attack b
overcome b f
attack c
overcome c b
attack l
overcome l c","pick-up e
stack e d
pick-up g
stack g e
pick-up c
stack c g
pick-up a
stack a c
pick-up b
stack b a
pick-up f
stack f b
pick-up h
stack h f",pick-up a | stack a c | pick-up b | stack b a | pick-up c | stack d c | pick-up e | stack e d | pick-up f | stack f b | pick-up g | stack g e | pick-up h | stack h f,SINGLETON_MBW_499,False,0.0
BW,Llama,W6,MBW_500,OTHER_ERROR,"attack d
overcome d g
attack i
overcome i d
attack f
overcome f i
attack c
overcome c f
attack h
overcome h c
attack k
overcome k h
attack b
overcome b k
attack e
overcome e b
attack a
overcome a e","pick-up c
stack c e
pick-up j
stack j c
pick-up d
stack d j
pick-up a
stack a d
pick-up i
stack i a
pick-up f
stack f i
pick-up h
stack h f
pick-up g
stack g h
pick-up b
stack b g",pick-up a | stack a j | pick-up d | stack d e | stack a d | pick-up e | unstack e d | unstack e a | put-down e | pick-up c | stack c j | unstack c j | pick-up i | unstack i a | stack i d | unstack i d | stack i j | pick-up g | unstack g h | pick-up h | unstack h f | pick-up f | unstack f i | stack f i | unstack f i | stack f h | stack g h | pick-up b | stack b g | pick-up g | unstack g h | put-down g,SINGLETON_MBW_500,False,0.0
BW,Claude,W6,BW_001,OTHER_ERROR,"pick-up h
stack h l
pick-up b
stack b h
pick-up d
stack d b
pick-up g
stack g d
pick-up i
stack i g
pick-up f
stack f i
pick-up j
stack j f","pick-up h
stack h d
pick-up e
stack e h
pick-up i
stack i e
pick-up a
stack a i
pick-up c
stack c a
pick-up f
stack f c
pick-up b
stack b f
pick-up g
stack g b",pick-up d | put-down d | pick-up h | stack h d | pick-up e | stack e h | pick-up i | stack i e | pick-up a | stack a i | pick-up c | stack c a | pick-up f | stack f c | pick-up b | stack b f | pick-up g | stack g b,SINGLETON_BW_001,True,0.0
BW,Claude,W6,BW_002,OTHER_ERROR,"pick-up h
stack h i
pick-up k
stack k h
pick-up b
stack b k
pick-up a
stack a b
pick-up g
stack g a
pick-up j
stack j g","pick-up l
stack l m
pick-up o
stack o l
pick-up e
stack e o
pick-up c
stack c e
pick-up f
stack f c
pick-up n
stack n f",pick-up n | stack n f | pick-up f | stack f c | pick-up c | stack c e | pick-up e | stack e o | pick-up o | stack o l | pick-up l | stack l m,SINGLETON_BW_002,False,0.0
BW,Claude,W6,BW_011,OTHER_ERROR,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k","pick-up j
stack j d
pick-up c
stack c j
pick-up k
stack k c
pick-up b
stack b k
pick-up f
stack f b
pick-up e
stack e f
pick-up a
stack a e
pick-up i
stack i a
pick-up h
stack h i
pick-up g
stack g h",pick-up d | put-down d | pick-up j | stack j d | pick-up c | stack c j | pick-up k | stack k c | pick-up b | stack b k | pick-up f | stack f b | pick-up e | stack e f | pick-up a | stack a e | pick-up i | stack i a | pick-up h | stack h i | pick-up g | stack g h,SINGLETON_BW_011,True,0.0
BW,Claude,W6,BW_014,OTHER_ERROR,"pick-up e
 stack e g
 pick-up l
 stack l e","pick-up d
 stack d f
 pick-up h
 stack h d",pick-up h | stack h d | unstack h d | pick-up d | stack d f | pick-up h | stack h d,SINGLETON_BW_014,False,0.0
BW,Claude,W6,BW_022,OTHER_ERROR,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c","pick-up m
 stack m j
 pick-up h
 stack h m
 pick-up i
 stack i h
 pick-up l
 stack l i",pick-up l | stack l i | pick-up h | stack h m | pick-up j | put-down j | pick-up m | stack m j | unstack l i | pick-up i | stack i h | pick-up l | stack l i,SINGLETON_BW_022,False,0.0
BW,Claude,W6,BW_080,OTHER_ERROR,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c","pick-up d
stack d f
pick-up c
stack c d
pick-up a
stack a c
pick-up g
stack g a
pick-up e
stack e g
pick-up b
stack b e",pick-up f | put-down f | pick-up d | stack d f | pick-up c | stack c d | pick-up a | stack a c | pick-up g | stack g a | pick-up e | stack e g | pick-up b | stack b e,SINGLETON_BW_080,True,0.0
BW,Claude,W6,BW_120,OTHER_ERROR,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j","pick-up d
stack d e
pick-up b
stack b d
pick-up c
stack c b
pick-up a
stack a c",pick-up e | put-down e | pick-up d | stack d e | pick-up b | stack b d | pick-up c | stack c b | pick-up a | stack a c,SINGLETON_BW_120,True,0.0
BW,Claude,W6,BW_137,OTHER_ERROR,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a","pick-up l
stack l f
pick-up h
stack h l
pick-up e
stack e h
pick-up d
stack d e
pick-up k
stack k d
pick-up i
stack i k
pick-up c
stack c i
pick-up j
stack j c
pick-up a
stack a j
pick-up b
stack b a
pick-up g
stack g b",pick-up f | put-down f | pick-up l | stack l f | pick-up h | stack h l | pick-up e | stack e h | pick-up d | stack d e | pick-up k | stack k d | pick-up i | stack i k | pick-up c | stack c i | pick-up j | stack j c | pick-up a | stack a j | pick-up b | stack b a | pick-up g | stack g b,SINGLETON_BW_137,True,0.0
BW,Claude,W6,BW_155,OTHER_ERROR,"pick-up j
stack j h
pick-up e
stack e j
pick-up f
stack f e
pick-up i
stack i f","pick-up f
stack f c
pick-up d
stack d f
pick-up e
stack e d
pick-up b
stack b e
pick-up a
stack a b",pick-up c | put-down c | pick-up f | stack f c | pick-up d | stack d f | pick-up e | stack e d | pick-up b | stack b e | pick-up a | stack a b,SINGLETON_BW_155,True,0.0
BW,Claude,W6,BW_172,OTHER_ERROR,"pick-up f
stack f k
pick-up h
stack h f
pick-up j
stack j h
pick-up a
stack a j
pick-up b
stack b a
pick-up d
stack d b
pick-up e
stack e d
pick-up g
stack g e
pick-up l
stack l g
pick-up i
stack i l","pick-up a
stack a k
pick-up l
stack l a
pick-up b
stack b l
pick-up g
stack g b
pick-up j
stack j g
pick-up h
stack h j
pick-up i
stack i h
pick-up c
stack c i
pick-up d
stack d c
pick-up f
stack f d
pick-up e
stack e f",pick-up k | put-down k | pick-up a | stack a k | pick-up l | stack l a | pick-up b | stack b l | pick-up g | stack g b | pick-up j | stack j g | pick-up h | stack h j | pick-up i | stack i h | pick-up c | stack c i | pick-up d | stack d c | pick-up f | stack f d | pick-up e | stack e f,SINGLETON_BW_172,True,0.0
BW,Claude,W6,BW_203,OTHER_ERROR,"pick-up j
 stack j h
 pick-up f
 stack f j
 pick-up k
 stack k f","pick-up g
 stack g e
 pick-up d
 stack d g
 pick-up i
 stack i d",pick-up i | stack i d | pick-up d | stack d g | pick-up g | stack g e,SINGLETON_BW_203,False,0.0
BW,Claude,W6,BW_227,OTHER_ERROR,"pick-up k
stack k a
pick-up c
stack c k
pick-up j
stack j c
pick-up i
stack i j
pick-up d
stack d i
pick-up g
stack g d
pick-up l
stack l g
pick-up f
stack f l","pick-up j
stack j f
pick-up a
stack a j
pick-up d
stack d a
pick-up i
stack i d
pick-up b
stack b i
pick-up h
stack h b
pick-up c
stack c h
pick-up g
stack g c
pick-up e
stack e g",pick-up f | put-down f | pick-up j | stack j f | pick-up a | stack a j | pick-up d | stack d a | pick-up i | stack i d | pick-up b | stack b i | pick-up h | stack h b | pick-up c | stack c h | pick-up g | stack g c | pick-up e | stack e g,SINGLETON_BW_227,True,0.0
BW,Claude,W6,BW_282,OTHER_ERROR,"pick-up i
 stack i b
 pick-up c
 stack c i
 pick-up h
 stack h c
 pick-up g
 stack g h","pick-up m
 stack m f
 pick-up j
 stack j m
 pick-up l
 stack l j
 pick-up k
 stack k l",pick-up k | stack k l | pick-up j | stack j m | pick-up f | stack f j | unstack k l | unstack f j | pick-up l | stack l j | unstack k l | pick-up k | stack k l,SINGLETON_BW_282,False,0.0
BW,Claude,W6,BW_310,OTHER_ERROR,"pick-up b
 stack b d
 pick-up f
 stack f b
 pick-up a
 stack a f
 pick-up j
 stack j a
 pick-up g
 stack g j","pick-up h
 stack h i
 pick-up k
 stack k h
 pick-up c
 stack c k
 pick-up m
 stack m c
 pick-up l
 stack l m",pick-up l | stack l m | pick-up c | stack c k | pick-up h | stack h i | unstack l m | pick-up m | stack m c | stack l m,SINGLETON_BW_310,False,0.0
BW,Claude,W6,BW_331,OTHER_ERROR,"pick-up j
 stack j l
 pick-up h
 stack h j","pick-up e
 stack e f
 pick-up d
 stack d e",pick-up d | stack d e | unstack d e | put-down d | pick-up e | stack e f | pick-up d | stack d e,SINGLETON_BW_331,True,0.0
BW,Claude,W6,BW_350,OTHER_ERROR,"pick-up l
 stack l d
 pick-up b
 stack b l
 pick-up g
 stack g b
 pick-up a
 stack a g
 pick-up k
 stack k a
 pick-up j
 stack j k
 pick-up i
 stack i j
 pick-up e
 stack e i
 pick-up f
 stack f e","pick-up u
 stack u n
 pick-up m
 stack m u
 pick-up q
 stack q m
 pick-up c
 stack c q
 pick-up t
 stack t c
 pick-up s
 stack s t
 pick-up r
 stack r s
 pick-up o
 stack o r
 pick-up p
 stack p o",pick-up p | stack p o | pick-up o | stack o r | pick-up r | stack r s | pick-up s | stack s t | pick-up t | stack t c | pick-up c | stack c q | pick-up q | stack q m | pick-up m | stack m u | pick-up u | stack u n,SINGLETON_BW_350,False,0.0
BW,Claude,W6,BW_408,OTHER_ERROR,"pick-up j
 stack j b
 pick-up g
 stack g j
 pick-up c
 stack c g
 pick-up d
 stack d c
 pick-up h
 stack h d
 pick-up l
 stack l h
 pick-up a
 stack a l","pick-up p
 stack p i
 pick-up n
 stack n p
 pick-up k
 stack k n
 pick-up m
 stack m k
 pick-up o
 stack o m
 pick-up q
 stack q o
 pick-up e
 stack e q",pick-up e | stack e q | pick-up o | stack o m | pick-up k | stack k n | pick-up n | stack n p | pick-up p | stack p i | unstack n p | unstack k n | stack n p | unstack o m | unstack k n | stack k o | stack n k | pick-up m | stack m n | unstack o k | stack o m | unstack e q | pick-up q | stack q o | stack e q,SINGLETON_BW_408,False,0.0
BW,Claude,W6,BW_467,OTHER_ERROR,"pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i","pick-up f
stack f e
pick-up a
stack a f
pick-up c
stack c a
pick-up h
stack h c
pick-up b
stack b h
pick-up g
stack g b
pick-up d
stack d g",pick-up e | put-down e | pick-up f | stack f e | pick-up a | stack a f | pick-up h | put-down h | pick-up b | stack b h | pick-up g | stack g b | pick-up d | stack d g | pick-up c | stack c a | pick-up h | stack h c | pick-up e | put-down e | pick-up f | stack f e | pick-up a | stack a f | pick-up c | stack c a | pick-up h | stack h c | pick-up b | stack b h | pick-up g | stack g b | pick-up d | stack d g,SINGLETON_BW_467,False,0.0
