id,probe,phase,family,subtype,model,variant,metric,value,n,ci_low,ci_high,test,statistic,p_value,source_file,filter_applied,note
P1.1.GSM.Claude.canonical,P1,P1,GSM,--,Claude,canonical,accuracy,0.8409090909090909,44,0.7063350943621745,0.920734234422816,,,,GSM_P1_behavioral_claude.csv,bank-valid GSM IDs from question_bank_gsm.csv; drop mock; drop ERROR:; keep=last,
P2.2.ALGO.o4-mini.SP.acc_p2a,P2,P2A,ALGO,SP,o4-mini,,fresh_session_accuracy,0.058823529411764705,34,0.016282313063842452,0.1909393688946371,,,,ALGO_P2_phase2_normal.csv + ALGO_P2_phase2_normal_gemini.csv,frozen adversarial subtype,
P2.2.ALGO.o4-mini.WIS.acc_p2a,P2,P2A,ALGO,WIS,o4-mini,,fresh_session_accuracy,0.8823529411764706,17,0.6566315750229009,0.967120919987079,,,,ALGO_P2_phase2_normal.csv + ALGO_P2_phase2_normal_gemini.csv,frozen adversarial subtype,
P2.2.ALGO.o4-mini.cci_mean,P2,P2A,ALGO,,o4-mini,,CCI_mean,NOT_COMPUTABLE,,,,,,,ALGO_P2_phase1_* + ALGO_P2_phase2_normal*,,o4-mini has no Phase-1 file so CCI cannot be built
P2.2.ALGO.o4-mini.acc_normal_paired,P2,P2A,ALGO,,o4-mini,,acc_normal_paired,0.43636363636363634,110,,,,,,ALGO_P2_phase2_normal*,paired intersection with elicited,
P2.2.ALGO.o4-mini.acc_elicited_paired,P2,P2A,ALGO,,o4-mini,,acc_elicited_paired,0.41818181818181815,110,,,,,,ALGO_P2_phase2_normal_elicited.csv,paired intersection,
P2.2.ALGO.o4-mini.elicited_vs_normal,P2,P2A,ALGO,,o4-mini,,elicited_vs_normal_wilcoxon,0.5637028616507731,110,,,wilcoxon_two_sided,32.5,0.5637028616507731,ALGO_P2_phase2_normal* + elicited,paired on problem_id last-step correctness,
P2.3.ALGO.Claude.compliance.compliant,P2,P2B,ALGO,,Claude,,compliance_rate_compliant,0.8852459016393442,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Claude.compliance.partial_compliance,P2,P2B,ALGO,,Claude,,compliance_rate_partial_compliance,0.08196721311475409,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Claude.compliance.refusal,P2,P2B,ALGO,,Claude,,compliance_rate_refusal,0.01639344262295082,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Claude.compliance.format_ignored,P2,P2B,ALGO,,Claude,,compliance_rate_format_ignored,0.01639344262295082,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Claude.compliance.full_solution_dump,P2,P2B,ALGO,,Claude,,compliance_rate_full_solution_dump,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Claude.tep_mean,P2,P2B,ALGO,,Claude,,TEP_mean,0.18469945355191256,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,post-critical parsed_decision mismatch; plausible injection only,
N.2.ALGO.Claude.tep_mean,P2,P2B,ALGO,,Claude,,TEP_mean,0.18469945355191256,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,same as P2.3; previously unreported per-model TEP,
N.2.ALGO.Claude.tep_median,P2,P2B,ALGO,,Claude,,TEP_median,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,same as TEP_mean,
P2.3.ALGO.Claude.post_inj_acc_plausible,P2,P2B,ALGO,,Claude,,post_injection_accuracy_plausible,0.5245901639344263,61,0.4015694171531101,0.6446971771320402,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,last-step post_injection_correct,
P2.3.ALGO.Claude.post_inj_acc_implausible,P2,P2B,ALGO,,Claude,,post_injection_accuracy_implausible,0.5245901639344263,61,0.4015694171531101,0.6446971771320402,,,,ALGO_P2_phase2_injected_implausible.csv,last-step post_injection_correct,
P2.3.ALGO.Claude.plausible_vs_implausible,P2,P2B,ALGO,,Claude,,plausible_vs_implausible_wilcoxon,1.0,61,,,wilcoxon_two_sided,18.0,1.0,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired on problem_id last-step correctness,
P2.3.ALGO.Claude.plausible_minus_implausible_pp,P2,P2B,ALGO,,Claude,,acc_plausible_minus_implausible,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired,
P2.4.ALGO.Claude.acc_given_compliant,P2,P2B,ALGO,,Claude,,accuracy_given_compliant,0.5185185185185185,54,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection-step response_type=compliant,
P2.4.ALGO.Claude.acc_given_refusal,P2,P2B,ALGO,,Claude,,accuracy_given_refusal,0.0,1,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection-step response_type=refusal,
P2.4.ALGO.Claude.fisher,P2,P2B,ALGO,,Claude,,correct_given_complied_vs_refused,0.49090909090909085,55,,,fisher_exact,inf,0.49090909090909085,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,2x2 of (compliant/refusal) × (correct/wrong),
P2.3.ALGO.GPT-4o.compliance.compliant,P2,P2B,ALGO,,GPT-4o,,compliance_rate_compliant,0.9344262295081968,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.GPT-4o.compliance.partial_compliance,P2,P2B,ALGO,,GPT-4o,,compliance_rate_partial_compliance,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.GPT-4o.compliance.refusal,P2,P2B,ALGO,,GPT-4o,,compliance_rate_refusal,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.GPT-4o.compliance.format_ignored,P2,P2B,ALGO,,GPT-4o,,compliance_rate_format_ignored,0.06557377049180328,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.GPT-4o.compliance.full_solution_dump,P2,P2B,ALGO,,GPT-4o,,compliance_rate_full_solution_dump,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.GPT-4o.tep_mean,P2,P2B,ALGO,,GPT-4o,,TEP_mean,0.22076502732240438,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,post-critical parsed_decision mismatch; plausible injection only,
N.2.ALGO.GPT-4o.tep_mean,P2,P2B,ALGO,,GPT-4o,,TEP_mean,0.22076502732240438,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,same as P2.3; previously unreported per-model TEP,
N.2.ALGO.GPT-4o.tep_median,P2,P2B,ALGO,,GPT-4o,,TEP_median,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,same as TEP_mean,
P2.3.ALGO.GPT-4o.post_inj_acc_plausible,P2,P2B,ALGO,,GPT-4o,,post_injection_accuracy_plausible,0.5081967213114754,61,0.386024064532302,0.6293981335627482,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,last-step post_injection_correct,
P2.3.ALGO.GPT-4o.post_inj_acc_implausible,P2,P2B,ALGO,,GPT-4o,,post_injection_accuracy_implausible,0.5573770491803278,61,0.4330314670045551,0.6749239196607956,,,,ALGO_P2_phase2_injected_implausible.csv,last-step post_injection_correct,
P2.3.ALGO.GPT-4o.plausible_vs_implausible,P2,P2B,ALGO,,GPT-4o,,plausible_vs_implausible_wilcoxon,0.31731050786291415,61,,,wilcoxon_two_sided,15.0,0.31731050786291415,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired on problem_id last-step correctness,
P2.3.ALGO.GPT-4o.plausible_minus_implausible_pp,P2,P2B,ALGO,,GPT-4o,,acc_plausible_minus_implausible,-0.0491803278688524,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired,
P2.4.ALGO.GPT-4o.fisher,P2,P2B,ALGO,,GPT-4o,,correct_given_complied_vs_refused,NOT_COMPUTABLE,,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,,n_compliant=57 n_refusal=0 — Fisher undefined
P2.3.ALGO.Llama.compliance.compliant,P2,P2B,ALGO,,Llama,,compliance_rate_compliant,0.39344262295081966,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Llama.compliance.partial_compliance,P2,P2B,ALGO,,Llama,,compliance_rate_partial_compliance,0.01639344262295082,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Llama.compliance.refusal,P2,P2B,ALGO,,Llama,,compliance_rate_refusal,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Llama.compliance.format_ignored,P2,P2B,ALGO,,Llama,,compliance_rate_format_ignored,0.5901639344262295,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Llama.compliance.full_solution_dump,P2,P2B,ALGO,,Llama,,compliance_rate_full_solution_dump,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Llama.tep_mean,P2,P2B,ALGO,,Llama,,TEP_mean,0.6005464480874317,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,post-critical parsed_decision mismatch; plausible injection only,
N.2.ALGO.Llama.tep_mean,P2,P2B,ALGO,,Llama,,TEP_mean,0.6005464480874317,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,same as P2.3; previously unreported per-model TEP,
N.2.ALGO.Llama.tep_median,P2,P2B,ALGO,,Llama,,TEP_median,0.8,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,same as TEP_mean,
P2.3.ALGO.Llama.post_inj_acc_plausible,P2,P2B,ALGO,,Llama,,post_injection_accuracy_plausible,0.22950819672131148,61,0.141931023788832,0.34913643907451497,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,last-step post_injection_correct,
P2.3.ALGO.Llama.post_inj_acc_implausible,P2,P2B,ALGO,,Llama,,post_injection_accuracy_implausible,0.26229508196721313,61,0.16838645195913188,0.38436980328441556,,,,ALGO_P2_phase2_injected_implausible.csv,last-step post_injection_correct,
P2.3.ALGO.Llama.plausible_vs_implausible,P2,P2B,ALGO,,Llama,,plausible_vs_implausible_wilcoxon,0.6170750774519738,61,,,wilcoxon_two_sided,59.5,0.6170750774519738,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired on problem_id last-step correctness,
P2.3.ALGO.Llama.plausible_minus_implausible_pp,P2,P2B,ALGO,,Llama,,acc_plausible_minus_implausible,-0.03278688524590165,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired,
P2.4.ALGO.Llama.fisher,P2,P2B,ALGO,,Llama,,correct_given_complied_vs_refused,NOT_COMPUTABLE,,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,,n_compliant=24 n_refusal=0 — Fisher undefined
P2.3.ALGO.Gemini.compliance.compliant,P2,P2B,ALGO,,Gemini,,compliance_rate_compliant,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Gemini.compliance.partial_compliance,P2,P2B,ALGO,,Gemini,,compliance_rate_partial_compliance,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Gemini.compliance.refusal,P2,P2B,ALGO,,Gemini,,compliance_rate_refusal,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Gemini.compliance.format_ignored,P2,P2B,ALGO,,Gemini,,compliance_rate_format_ignored,1.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Gemini.compliance.full_solution_dump,P2,P2B,ALGO,,Gemini,,compliance_rate_full_solution_dump,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.Gemini.tep_mean,P2,P2B,ALGO,,Gemini,,TEP_mean,0.20628415300546446,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,post-critical parsed_decision mismatch; plausible injection only,
N.2.ALGO.Gemini.tep_mean,P2,P2B,ALGO,,Gemini,,TEP_mean,0.20628415300546446,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,same as P2.3; previously unreported per-model TEP,
N.2.ALGO.Gemini.tep_median,P2,P2B,ALGO,,Gemini,,TEP_median,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,same as TEP_mean,
P2.3.ALGO.Gemini.post_inj_acc_plausible,P2,P2B,ALGO,,Gemini,,post_injection_accuracy_plausible,0.3114754098360656,61,0.20937273683536856,0.43591670697847934,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,last-step post_injection_correct,
P2.3.ALGO.Gemini.post_inj_acc_implausible,P2,P2B,ALGO,,Gemini,,post_injection_accuracy_implausible,0.2786885245901639,61,0.18188396512091543,0.40171668631273205,,,,ALGO_P2_phase2_injected_implausible.csv,last-step post_injection_correct,
P2.3.ALGO.Gemini.plausible_vs_implausible,P2,P2B,ALGO,,Gemini,,plausible_vs_implausible_wilcoxon,0.31731050786291415,61,,,wilcoxon_two_sided,2.5,0.31731050786291415,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired on problem_id last-step correctness,
P2.3.ALGO.Gemini.plausible_minus_implausible_pp,P2,P2B,ALGO,,Gemini,,acc_plausible_minus_implausible,0.032786885245901676,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired,
P2.4.ALGO.Gemini.fisher,P2,P2B,ALGO,,Gemini,,correct_given_complied_vs_refused,NOT_COMPUTABLE,,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,,n_compliant=0 n_refusal=0 — Fisher undefined
P2.3.ALGO.o4-mini.compliance.compliant,P2,P2B,ALGO,,o4-mini,,compliance_rate_compliant,1.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.o4-mini.compliance.partial_compliance,P2,P2B,ALGO,,o4-mini,,compliance_rate_partial_compliance,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.o4-mini.compliance.refusal,P2,P2B,ALGO,,o4-mini,,compliance_rate_refusal,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.o4-mini.compliance.format_ignored,P2,P2B,ALGO,,o4-mini,,compliance_rate_format_ignored,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.o4-mini.compliance.full_solution_dump,P2,P2B,ALGO,,o4-mini,,compliance_rate_full_solution_dump,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,injection_applied==True; drop mock,
P2.3.ALGO.o4-mini.tep_mean,P2,P2B,ALGO,,o4-mini,,TEP_mean,0.3442622950819672,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,post-critical parsed_decision mismatch; plausible injection only,
N.2.ALGO.o4-mini.tep_mean,P2,P2B,ALGO,,o4-mini,,TEP_mean,0.3442622950819672,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv joined to ALGO_P2_phase2_normal*,same as P2.3; previously unreported per-model TEP,
N.2.ALGO.o4-mini.tep_median,P2,P2B,ALGO,,o4-mini,,TEP_median,0.0,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,same as TEP_mean,
P2.3.ALGO.o4-mini.post_inj_acc_plausible,P2,P2B,ALGO,,o4-mini,,post_injection_accuracy_plausible,0.3770491803278688,61,0.2661433042836724,0.5025237242905762,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,last-step post_injection_correct,
P2.3.ALGO.o4-mini.post_inj_acc_implausible,P2,P2B,ALGO,,o4-mini,,post_injection_accuracy_implausible,0.4262295081967213,61,0.3101502855796743,0.5510499315648748,,,,ALGO_P2_phase2_injected_implausible.csv,last-step post_injection_correct,
P2.3.ALGO.o4-mini.plausible_vs_implausible,P2,P2B,ALGO,,o4-mini,,plausible_vs_implausible_wilcoxon,0.17971249487899976,61,,,wilcoxon_two_sided,3.0,0.17971249487899976,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired on problem_id last-step correctness,
P2.3.ALGO.o4-mini.plausible_minus_implausible_pp,P2,P2B,ALGO,,o4-mini,,acc_plausible_minus_implausible,-0.04918032786885246,61,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv + ALGO_P2_phase2_injected_implausible.csv,paired,
P2.4.ALGO.o4-mini.fisher,P2,P2B,ALGO,,o4-mini,,correct_given_complied_vs_refused,NOT_COMPUTABLE,,,,,,,ALGO_P2_phase2_injected.csv + ALGO_P2_phase2_injected_gemini.csv,,n_compliant=61 n_refusal=0 — Fisher undefined
P2.5.BW.strict_pddl.n_models,P2,P2,BW,,,,n_models,3,3,,,,,,BW_P2_cci.csv,drop mock,"models=['Claude', 'GPT-4o', 'Llama']; paper Table 6 claimed all five; files contain 3"
P2.5.BW.strict_pddl.Claude.abort_rate,P2,P2,BW,,Claude,,abort_rate,0.84,50,0.7148551903823401,0.9166267863791231,,,,BW_P2_cci.csv,session_status not containing 'complete',
P2.5.BW.strict_pddl.Claude.cci_mean,P2,P2,BW,,Claude,,CCI_mean,0.0125,8,,,,,,BW_P2_cci.csv,drop mock,
P2.5.BW.strict_pddl.GPT-4o.abort_rate,P2,P2,BW,,GPT-4o,,abort_rate,1.0,50,0.9286499658256813,1.0,,,,BW_P2_cci.csv,session_status not containing 'complete',
P2.5.BW.strict_pddl.GPT-4o.cci_mean,P2,P2,BW,,GPT-4o,,CCI_mean,0.0,10,,,,,,BW_P2_cci.csv,drop mock,
P2.5.BW.strict_pddl.Llama.abort_rate,P2,P2,BW,,Llama,,abort_rate,0.98,50,0.8950431352816304,0.9964608319110235,,,,BW_P2_cci.csv,session_status not containing 'complete',
P2.5.BW.strict_pddl.Llama.cci_mean,P2,P2,BW,,Llama,,CCI_mean,0.10933636363636362,11,,,,,,BW_P2_cci.csv,drop mock,
P2.5.BW.strict_pddl.Gemini.abort_rate,P2,P2,BW,,Gemini,,abort_rate,NOT_COMPUTABLE,,,,,,,BW_P2_cci.csv,,"model not in this BW P2 file (coverage is 3 models, not 5)"
P2.5.BW.strict_pddl.o4-mini.abort_rate,P2,P2,BW,,o4-mini,,abort_rate,NOT_COMPUTABLE,,,,,,,BW_P2_cci.csv,,"model not in this BW P2 file (coverage is 3 models, not 5)"
P2.5.BW.nl_tolerant.n_models,P2,P2,BW,,,,n_models,3,3,,,,,,BW_P2_cci_nl.csv,drop mock,"models=['Claude', 'GPT-4o', 'Llama']; paper Table 6 claimed all five; files contain 3"
P2.5.BW.nl_tolerant.Claude.abort_rate,P2,P2,BW,,Claude,,abort_rate,0.6,50,0.4618118910275937,0.7239181021375425,,,,BW_P2_cci_nl.csv,session_status not containing 'complete',
P2.5.BW.nl_tolerant.Claude.cci_mean,P2,P2,BW,,Claude,,CCI_mean,0.14783000000000002,20,,,,,,BW_P2_cci_nl.csv,drop mock,
P2.5.BW.nl_tolerant.GPT-4o.abort_rate,P2,P2,BW,,GPT-4o,,abort_rate,0.78,50,0.6475818431054045,0.8724621377569771,,,,BW_P2_cci_nl.csv,session_status not containing 'complete',
P2.5.BW.nl_tolerant.GPT-4o.cci_mean,P2,P2,BW,,GPT-4o,,CCI_mean,0.1172090909090909,11,,,,,,BW_P2_cci_nl.csv,drop mock,
P2.5.BW.nl_tolerant.Llama.abort_rate,P2,P2,BW,,Llama,,abort_rate,0.84,50,0.7148551903823401,0.9166267863791231,,,,BW_P2_cci_nl.csv,session_status not containing 'complete',
P2.5.BW.nl_tolerant.Llama.cci_mean,P2,P2,BW,,Llama,,CCI_mean,0.1196875,8,,,,,,BW_P2_cci_nl.csv,drop mock,
P2.5.BW.nl_tolerant.Gemini.abort_rate,P2,P2,BW,,Gemini,,abort_rate,NOT_COMPUTABLE,,,,,,,BW_P2_cci_nl.csv,,"model not in this BW P2 file (coverage is 3 models, not 5)"
P2.5.BW.nl_tolerant.o4-mini.abort_rate,P2,P2,BW,,o4-mini,,abort_rate,NOT_COMPUTABLE,,,,,,,BW_P2_cci_nl.csv,,"model not in this BW P2 file (coverage is 3 models, not 5)"
P2.5.BW.coverage_note,P2,P2,BW,,,,covers_3_not_5,1,3,,,,,,BW_P2_cci.csv + BW_P2_cci_nl.csv + BW_P2_tep.csv,unique model column,"Strict-PDDL and NL-tolerant reruns both contain only Claude, GPT-4o, Llama. Gemini and o4-mini are absent. Paper Table 6 claimed NL-tolerant covers all five models."
P3.4.SP.mean_template_proximity,P3,P3,ALGO,SP,,,mean_template_contamination_score,0.13952352941176469,34,,,,,,ALGO_P3_contamination.csv,frozen adversarial subtype,
P3.4.SP.mean_instance_proximity,P3,P3,ALGO,SP,,,mean_instance_contamination_score,0.10294117647058823,34,,,,,,ALGO_P3_contamination.csv,frozen adversarial subtype,
P3.4.SP.Claude.canonical_acc,P3,P3,ALGO,SP,Claude,canonical,accuracy,0.6470588235294118,34,,,,,,ALGO_P1_behavioral_claude.csv,frozen adversarial,
P3.4.SP.Claude.W3_acc,P3,P3,ALGO,SP,Claude,W3,accuracy,0.0,34,,,,,,ALGO_P1_behavioral_claude.csv,frozen adversarial,
P3.4.SP.GPT-4o.canonical_acc,P3,P3,ALGO,SP,GPT-4o,canonical,accuracy,0.4117647058823529,34,,,,,,ALGO_P1_behavioral_gpt4o.csv,frozen adversarial,
P3.4.SP.GPT-4o.W3_acc,P3,P3,ALGO,SP,GPT-4o,W3,accuracy,0.2647058823529412,34,,,,,,ALGO_P1_behavioral_gpt4o.csv,frozen adversarial,
P3.4.SP.Llama.canonical_acc,P3,P3,ALGO,SP,Llama,canonical,accuracy,0.058823529411764705,34,,,,,,ALGO_P1_behavioral_llama.csv,frozen adversarial,
P3.4.SP.Llama.W3_acc,P3,P3,ALGO,SP,Llama,W3,accuracy,0.0,34,,,,,,ALGO_P1_behavioral_llama.csv,frozen adversarial,
P3.4.SP.Gemini.canonical_acc,P3,P3,ALGO,SP,Gemini,canonical,accuracy,0.6764705882352942,34,,,,,,ALGO_P1_behavioral_gemini.csv,frozen adversarial,
P3.4.SP.Gemini.W3_acc,P3,P3,ALGO,SP,Gemini,W3,accuracy,0.3235294117647059,34,,,,,,ALGO_P1_behavioral_gemini.csv,frozen adversarial,
P3.4.SP.o4-mini.canonical_acc,P3,P3,ALGO,SP,o4-mini,canonical,accuracy,1.0,34,,,,,,ALGO_P1_behavioral_o1mini.csv,frozen adversarial,
P3.4.SP.o4-mini.W3_acc,P3,P3,ALGO,SP,o4-mini,W3,accuracy,0.8823529411764706,34,,,,,,ALGO_P1_behavioral_o1mini.csv,frozen adversarial,
P3.4.CC.mean_template_proximity,P3,P3,ALGO,CC,,,mean_template_contamination_score,1.0,10,,,,,,ALGO_P3_contamination.csv,frozen adversarial subtype,
P3.4.CC.mean_instance_proximity,P3,P3,ALGO,CC,,,mean_instance_contamination_score,0.0,10,,,,,,ALGO_P3_contamination.csv,frozen adversarial subtype,
P3.4.CC.Claude.canonical_acc,P3,P3,ALGO,CC,Claude,canonical,accuracy,0.7,10,,,,,,ALGO_P1_behavioral_claude.csv,frozen adversarial,
P3.4.CC.Claude.W3_acc,P3,P3,ALGO,CC,Claude,W3,accuracy,0.6,10,,,,,,ALGO_P1_behavioral_claude.csv,frozen adversarial,
P3.4.CC.GPT-4o.canonical_acc,P3,P3,ALGO,CC,GPT-4o,canonical,accuracy,0.6,10,,,,,,ALGO_P1_behavioral_gpt4o.csv,frozen adversarial,
P3.4.CC.GPT-4o.W3_acc,P3,P3,ALGO,CC,GPT-4o,W3,accuracy,0.0,10,,,,,,ALGO_P1_behavioral_gpt4o.csv,frozen adversarial,
P3.4.CC.Llama.canonical_acc,P3,P3,ALGO,CC,Llama,canonical,accuracy,0.2,10,,,,,,ALGO_P1_behavioral_llama.csv,frozen adversarial,
P3.4.CC.Llama.W3_acc,P3,P3,ALGO,CC,Llama,W3,accuracy,0.0,10,,,,,,ALGO_P1_behavioral_llama.csv,frozen adversarial,
P3.4.CC.Gemini.canonical_acc,P3,P3,ALGO,CC,Gemini,canonical,accuracy,0.5,10,,,,,,ALGO_P1_behavioral_gemini.csv,frozen adversarial,
P3.4.CC.Gemini.W3_acc,P3,P3,ALGO,CC,Gemini,W3,accuracy,0.7,10,,,,,,ALGO_P1_behavioral_gemini.csv,frozen adversarial,
P3.4.CC.o4-mini.canonical_acc,P3,P3,ALGO,CC,o4-mini,canonical,accuracy,1.0,10,,,,,,ALGO_P1_behavioral_o1mini.csv,frozen adversarial,
P3.4.CC.o4-mini.W3_acc,P3,P3,ALGO,CC,o4-mini,W3,accuracy,1.0,10,,,,,,ALGO_P1_behavioral_o1mini.csv,frozen adversarial,
